ID,ORGANIZATION_NAME,ORGANIZATION_TYPE,STREET_ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,NUMBER_OF_LIGHTS,PRAYERS,LISTEN_EVENTS,EAT_EVENTS,SERVE_EVENTS,SHARE_YOUR_STORY_EVENTS,ACCOUNT_TYPE
16413,Faith Baptist Church,Church,2555 W Millcreek Rd ,Sidney,OH,45365,40.2651788,-84.1949842,7,233,2,2,1,2,Free account
16414,First Baptist Church of Farmer City,Church,221 N Lincoln St ,Farmer City,IL,61842,40.2457374,-88.6407209,2,203,3,0,1,0,Free account
16415,Rio Vista Church,Church,880 S Federal Hwy ,Fort Lauderdale,FL,33316,26.1110334,-80.1363893,8,182,0,0,0,1,Free account
16416,Christian Walk Baptist Church,Church,1023 Woodward Rd ,Midfield,AL,35228,33.4516553,-86.9308986,2,5,0,0,0,0,Free account
16417,First Baptist Church,Church,317 Church St ,Clifton,TN,38425,35.3831149,-87.9970239,1,10,0,0,0,0,Free account
16418,Peace Church,Church,3725 Horseshoe Lake Rd ,Granite City,IL,62040,38.7102147,-90.0858925,1,1005,0,0,0,0,Free account
16421,Sheridan Hills Baptist Church Main Office,Church,3400 Raleigh St ,Hollywood,FL,33021,26.034067,-80.1783307,2,25,0,0,0,0,Free account
16422,Living Hope Church,Association,5319 Halifax Rd ,Temple City,CA,91780,34.0989976,-118.041777,1,0,0,0,0,0,Free account
16423,Maranatha Chapel,Church,10752 Coastwood Rd ,San Diego,CA,92127,33.020054,-117.103404,3,68,0,0,0,0,Free account
16424,Bakers Concepts Ministries Inc.,Association,3 Bacon Terrace ,Barnstable,MA,02601,41.6498534,-70.2909406,3,250,0,0,0,0,Free account
16427,Seymour Freewill Baptist,Church,403 W Ventura Dr ,Seymour,MO,65746,37.1385936,-92.7724513,1,0,0,0,0,0,Free account
16428,North East Community Church,Church,13925 Stanley Dr ,Burton,OH,44021,41.4894558,-81.1804498,2,30,0,0,0,0,Free account
16429,Elyria Community Church of the Nazarene,Church,1107 Clemens Ave ,Elyria,OH,44035,41.3863354,-82.1347423,2,0,0,0,0,0,Free account
16430,New Tribe Church,Church,1279 N Mt Juliet Rd ,Mt. Juliet,TN,37122,36.1902769,-86.5109435,4,0,0,0,0,0,Free account
16431,Ashland Church of the Nazarene,Church,1196 Township Rd 1506 ,Ashland,OH,44805,40.8440978,-82.3586141,1,0,0,0,0,0,Free account
16432,North Warren Free Will Baptist,Church,3003 Chicago Rd ,Warren,MI,48092,42.5275078,-83.0755237,2,10,0,0,0,0,Free account
16433,FBC Platte City,Church,17385 MO-371 ,Platte City,MO,64079,39.4063163,-94.7943943,4,0,0,0,0,0,Paid account
16434,Conway First Baptist Church,Association,4000 Conway Rd ,Orlando,FL,32812,28.4946286,-81.3313891,1,40,0,0,0,0,Free account
16435,Living Faith Fellowship Church,Church,5510 NW 39th Ave ,Gainesville,FL,32606,29.6890806,-82.4027576,1,5,0,0,0,0,Free account
16436,Bless Arkansas,Association,11323 Arcade Dr c118,Little Rock,AR,72212,34.7694921,-92.3993096,6,614,6,3,4,1,Paid account
16437,Blackburn Baptist Church,Church,5105 NC-10 Hwy ,Hickory,NC,28602,35.6226588,-81.3556961,2,803,12,8,7,0,Free account
16438,Heritage Baptist Church,Church,3436 S Douglas Ave ,Springfield,IL,62704,39.7594392,-89.6706265,1,0,0,0,0,0,Free account
16441,First Baptist Church,Church,3172 Main St ,Cottondale,FL,32431,30.7973964,-85.3759484,1,0,0,0,0,0,Free account
16442,State Road Community Church,Church,8600 State Rd ,North Royalton,OH,44133,41.3464268,-81.7255962,9,2663,13,7,17,2,Free account
16443,Calumet Baptist Church,Church,400 S Peachtree St ,Liberty,SC,29657,34.7793319,-82.700217,8,386,29,1,3,2,Free account
16444,Freedom Biker Church of Hickory,Church,1385 33rd St SE ,Conover,NC,28613,35.7051836,-81.2639241,1,1804,12,8,7,0,Free account
16445,Called To Serve CDC,Church,3600 N Broad St ,Philadelphia,PA,19140,40.0080438,-75.1520755,1,240,0,0,0,0,Free account
16446,Living Word Lutheran Church,Church,4798 Stockton Hill Rd ,Kingman,AZ,86409,35.2631124,-114.0399273,6,868,5,4,4,2,Free account
16447,Broadway Baptist Church,Church,2329 E Broadway Ave ,Maryville,TN,37804,35.7856026,-83.9481332,4,310,0,0,0,0,Free account
16448,Livingston Christian Center,Church,1400 Mt Baldy Dr ,Livingston,MT,59047,45.6515216,-110.5737573,1,0,0,0,0,0,Free account
16449,Mission Church Grenada,Church,4461 Commerce St ,Grenada,MS,38901,33.7347529,-89.7975535,2,10,0,0,0,0,Free account
16450,Berean Free Will Baptist Church,Church,1814 Fairview Blvd ,Fairview,TN,37062,35.9879548,-87.1040963,1,0,0,0,0,0,Free account
16451,First Free Will Baptist Church,Church,1028 Lafayette Ave ,Springfield,OH,45505,39.9101018,-83.7919993,1,0,0,0,0,0,Free account
16452,Catawba Valley Baptist Church,Church,3390 Shepherd Rd ,Maiden,NC,28650,35.5715992,-81.1384611,0,649,12,8,7,0,Free account
16453,Mt Zion Baptist Church-Florence Ms,Church,2194 White Rd ,Florence,MS,39073,32.0526841,-90.2163213,9,2985,0,0,0,0,Free account
16454,Central Free Will Baptist Church,Church,700 Kentucky Ave SW ,Norton,VA,24273,36.93156,-82.6270849,1,125,0,0,0,0,Free account
16455,Immanuel Church,Church,1045 Bison Trl ,Gallatin,TN,37066,36.3674851,-86.5495579,0,0,0,0,0,0,Free account
16456,Grace Free Will Baptist Church,Church,2258 Tenbrook Rd ,Arnold,MO,63010,38.4444174,-90.3644643,2,261,0,0,0,0,Free account
16457,Lebanon Church,Church,7001 Friendfield Rd ,Effingham,SC,29541,34.0473284,-79.7219122,1,0,0,0,0,0,Free account
16458,Trinity Evangelical Presbyterian Church,Church,1021 S Ebenezer Rd ,Florence,SC,29501,34.1743132,-79.8542057,3,16,0,0,0,1,Free account
16459,Crossroads Evangelical Church,Church,845 E Leggett St ,Wauseon,OH,43567,41.5461111,-84.1280556,2,0,0,0,0,0,Free account
16460,Evangel Assembly of God,Church,8180 Greiner Rd ,Buffalo,NY,14221,42.9898605,-78.6897964,1,93,4,5,3,2,Free account
16461,Pax Christian Church,Church,1267 U.S. Hwy 395 N Suite D,Gardnerville,NV,89410,38.927995,-119.7288516,1,5,0,0,0,0,Free account
16462,Smith's Chapel United Methodist Church,Church,35475 Upshurs Nck Rd ,Quinby,VA,23423,37.553579,-75.7332846,1,0,0,0,0,0,Free account
16464,Aglow International,Church,123 2nd Ave S # 100,Edmonds,WA,98020,47.8109612,-122.3810786,1,0,0,0,0,0,Free account
16465,Harvest Free Will Baptist Church,Church,1694 Deese Rd ,Ozark,AL,36360,31.4391485,-85.6558498,1,0,0,0,0,0,Free account
16466,Eastridge Church,Church,24205 SE Issaquah-Fall City Rd ,Issaquah,WA,98029,47.5562848,-122.0170245,2,11,0,0,0,0,Free account
16467,Conway Baptist Church,Church,229 N Church St ,Conway,NC,27820,36.440911,-77.229264,1,0,0,0,0,0,Free account
16468,Frontier Church,Church,13912 Makers Way ,Aledo,TX,76008,32.73506,-97.5650145,2,344,0,0,0,0,Free account
16469,Skyline Church Kansas City,Church,8243 Spring Valley Rd ,Raytown,MO,64138,38.9735223,-94.4832777,14,184,11,3,4,3,Paid account
16470,Begin Again Ministries,Church,4910 Jonesboro Rd # 502,Union City,GA,30291,33.5712468,-84.5485564,1,0,0,0,0,0,Free account
16471,Refreshing Center Church of God in Christ,Church,404 Taft St ,Windsor,NC,27983,35.9983913,-76.9572558,2,59,0,0,0,0,Free account
16472,Hope Church Greensboro,Church,3812 Groometown Rd ,Greensboro,NC,27407,36.0107399,-79.8662806,1,0,0,0,0,0,Free account
16473,Free Will Baptist Church,Church,  ,Guymon,OK,73942,36.6973506,-101.4896383,1,51,0,0,0,1,Free account
16474,Martus Collective,Association,26W068 Jewell Rd ,Wheaton,IL,60187,41.8777428,-88.1329256,3,55,0,0,0,1,Free account
16475,Barrs Mill Church of God,Church,4677 OH-93 ,Sugarcreek,OH,44681,40.5520574,-81.6315815,36,5092,17,14,9,5,Paid account
16476,Kingdom Gathering Ministries,Association,3511 Avenue X ,Snyder,TX,79549,32.7059937,-100.9245935,23,3622,29,16,32,16,Paid account
16477,Solid Rock,Church,6959 Warm Springs Rd ,Columbus,GA,31820,32.5570633,-84.8671964,13,1524,0,0,0,1,Free account
16478,New Life Church,Church,835 S Grandview Heights ,Dubuque,IA,52001,42.4793504,-90.6691574,1,24,1,0,1,1,Free account
16479,Canal Point Methodist Church,Church,37050 2nd St ,Canal Point,FL,33438,26.8646393,-80.6302743,3,1201,1,0,23,0,Free account
16480,Excell Baptist Church,Church,328 Excell Rd ,Clarksville,TN,37043,36.4928447,-87.2532728,6,460,1,0,0,0,Free account
16481,Westside Church of Christ,Church,8740 State Ave ,Kansas City,KS,66112,39.11705,-94.7835613,2,6,1,1,1,0,Paid account
16482,Harambee Christian School,Church,1000 Bonham Ave ,Columbus,OH,43211,39.992972,-82.9797241,1,7,0,0,0,0,Free account
16483,Prospect Free Will Baptist Church,Church,873 Prospect Church Rd ,Dunn,NC,28334,35.376128,-78.701885,1,1085,0,0,0,0,Free account
16484,Helping Florence Flourish,Association,1412 Wisteria Dr ,Florence,SC,29501,34.1761524,-79.793174,2,254,0,0,0,0,Free account
16485,Berean Baptist Church,Church,1574 Coit Ave NE ,Grand Rapids,MI,49505,42.9914168,-85.6642319,5,1247,0,0,0,0,Free account
16486,New Beginnings Pentecostal Church,Church,5535 Buffalo Gap Rd ,Abilene,TX,79606,32.3814665,-99.7696597,3,915,0,0,0,0,Free account
16487,Embark Free Will Baptist Church,Church,405 4th Ave SE ,Jamestown,ND,58401,46.9049599,-98.7035028,2,740,11,0,8,4,Free account
16488,Calvary Everett,Church,1616 Pacific Ave ,Everett,WA,98201,47.9759916,-122.2074868,1,0,0,0,0,0,Free account
16489,Amador Free Will Baptist Church,Church,14300 Pioneer Volcano Rd ,Pioneer,CA,95666,38.4170117,-120.609981,1,0,0,0,0,0,Free account
16490,Greenwood First Free Will Baptist Church,Church,504 S Fowler St ,Greenwood,AR,72936,35.206073,-94.262736,14,2196,6,2,1,6,Free account
16491,StoryHill Church,Church,S93 W30580 County Rd NN ,Mukwonago,WI,53149,42.8759653,-88.3559197,1,30,1,1,1,1,Free account
16492,New Lancaster Community Baptist Church,Church,240 W Wintergreen Rd ,Lancaster,TX,75134,32.6178615,-96.7697056,1,1095,0,0,0,0,Free account
16493,Harris Memorial Free Will Baptist Church,Church,4110 Sunnydale Rd ,Greeneville,TN,37743,36.0615435,-82.7676402,6,1468,0,0,0,0,Free account
16494,"Cre8vLife, LLC",Association,8777 Windstone Est Dr ,Millington,TN,38053,35.3661556,-89.883948,1,0,0,0,0,0,Free account
16495,Crossview Covenant Church,Church,2000 W Howard Dr ,North Mankato,MN,56003,44.1854171,-94.0504707,2,20,0,0,0,0,Paid account
16496,Liberty Christian Fellowship,Church,1815 W Liberty Dr ,Liberty,MO,64068,39.2345117,-94.4507179,3,110,0,0,0,0,Paid account
16497,"New Life Church, Gahanna Campus",Church,3690 N Stygler Rd ,Gahanna,OH,43230,40.032595,-82.888495,13,545,6,3,1,6,Free account
16498,Belpre Church of the Nazarene,Church,1301 Putnam Howe Dr ,Belpre,OH,45714,39.2774461,-81.5866112,2,6,1,0,0,0,Free account
16499,Church United,Association,5110 N Federal Hwy STE 101,Fort Lauderdale,FL,33308,26.191214,-80.1135889,2,12,0,0,0,0,Free account
16500,Modesto Free Will Baptist Church,Church,225 E Orangeburg Ave ,Modesto,CA,95350,37.6638846,-120.9896562,1,240,0,0,0,0,Free account
16501,Fam church ,Church,224 S Dogwood Dr ,Cornelius,OR,97113,45.5168644,-123.0689843,2,0,0,0,0,0,Free account
16502,Fort Mill Church of the Nazarene,Church,109 Harris St ,Fort Mill,SC,29715,35.0055129,-80.9507684,1,91,0,0,0,0,Free account
16503,Lifepoint Church,Church,8540 Combs Rd ,Indianapolis,IN,46237,39.6433642,-86.0561989,4,0,0,0,0,0,Free account
16504,Lighthouse Baptist Church,Church,221 Meadowview Rd ,Lexington,NC,27295,35.9141639,-80.2791051,7,1170,0,0,0,0,Free account
16505,First Church of The Nazarene,Church, S Mission St ,Anadarko,OK,73005,35.0707156,-98.2516282,1,50,0,0,0,0,Free account
16506,Living Hope Church,Church,226 S 3rd St ,Livingston,MT,59047,45.6582091,-110.5603451,1,0,0,0,0,0,Free account
16507,CenterPointe Christian Church-Venice,Church,1100 Center Rd ,Venice,FL,34292,27.0785288,-82.3837438,2,10,0,0,0,0,Free account
16508,Mountain West Church,Church,4818 Hugh Howell Rd ,Stone Mountain,GA,30087,33.8510054,-84.1915757,4,235,0,0,0,0,Paid account
16509,The Village Church,Church,9403 Garfield Blvd ,Garfield Heights,OH,44125,41.4291747,-81.6199329,1,0,0,0,0,0,Free account
16510,Christian Family Aid Alliance ,Association,  ,Lilburn,GA,30048,33.87,-84.11,1,65,0,0,0,0,Free account
16511,Mountain Grove Baptist Church,Church,6156 Mountain Grove Rd ,Hickory,NC,28602,35.6723745,-81.3948268,1,663,12,8,7,0,Free account
16512,Aletheia Church,Church,1733 W Fletcher Ave ,Tampa,FL,33612,28.069833,-82.4765028,37,1540,36,1,21,9,Free account
16513,Mission 98: National Multi-Housing Ministry Network,Association,2329 Main St Ste 300,Littleton,CO,80120,39.6141652,-105.0154224,1,0,0,0,0,0,Free account
16514,Lismore Baptist Church,Church,5148 LA-565 ,Jonesville,LA,71343,31.5126457,-91.7444833,1,35,0,0,0,0,Free account
16515,Grace Point Church of the Nazarene,Church,8611 Mayhew Rd ,Fort Wayne,IN,46835,41.1644943,-85.0719532,108,11308,58,14,33,16,Paid account
16516,Iglesia Renacer,Church,511 W Baddour Pkwy ,Lebanon,TN,37087,36.2151505,-86.3021068,1,0,0,0,0,0,Free account
16517,Light of Men Ministries,Association,2 Avalon Ln ,Palm Coast,FL,32137,29.6254294,-81.2012975,1,205,9,2,4,4,Free account
16518,Emmanuel Free Will Baptist Church,Church,129 Southwood Dr ,Wabash,IN,46992,40.7786331,-85.8227233,4,1751,17,0,2,0,Free account
16519,Friendship Freewill Baptist Church,Church,1219 Bill Sutton Rd ,Pink Hill,NC,28572,35.072582,-77.75199,1,974,0,0,0,0,Free account
16520,Cross Creek Church,Church,4105 Goodman Rd ,Olive Branch,MS,38654,34.9618353,-89.9174183,1,0,0,0,0,0,Free account
16521,Cocalico Community Church,Church,1200 W Swartzville Rd ,Reinholds,PA,17569,40.2646091,-76.1061687,2,95,0,1,0,0,Free account
16522,New Beginnings Community Church,Church,730 Whiteville Rd NW ,Shallotte,NC,28470,33.9837297,-78.4174044,1,0,0,0,0,0,Free account
16523,Church of the Nazarene,Church,912 W Main St ,Campbellsville,KY,42718,37.3330128,-85.3758555,1,75,0,0,0,0,Free account
16524,Monterey Church of Christ,Church,6111 82nd St ,Lubbock,TX,79424,33.5186404,-101.950626,1,0,0,0,0,0,Free account
16527,First Free Will Baptist Church,Church,901 N Bonner St ,Washington,NC,27889,35.54959,-77.047488,0,20,0,0,0,0,Free account
16528,Youth for Christ Ministries,Association,1541 Merkley Ave ,West Sacramento,CA,95691,38.5787228,-121.5280728,1,7,0,0,0,0,Free account
16529,Southwest Community Church,Church,3585 Buck Mountain Rd ,Roanoke,VA,24018,37.2060269,-79.9615153,1,292,0,1,0,0,Free account
16530,Grace Church of the Nazarene,Church,10936 Normandie Ave ,Los Angeles,CA,90044,33.936058,-118.3001328,1,0,0,0,0,0,Free account
16531,Mission Bible Church,Church,9115 Newell Baptist Church Rd ,Charlotte,NC,28213,35.2857844,-80.7351805,1,46,0,0,0,0,Free account
16532,Redemption Point,Church,17415 Magnolia St ,Fountain Valley,CA,92708,33.7098174,-117.9722639,2,10,0,0,0,0,Free account
16534,Bethlehem Free Will Baptist,Church,1709 TN-12 ,Ashland City,TN,37015,36.303878,-87.0887444,0,0,0,0,0,0,Paid account
16535,Rivertown Community Church,Church,11 Worrell Rd ,Antioch,CA,94509,37.994165,-121.806723,2,20,0,0,0,0,Paid account
16536,Pink Baptist Church,Church,30269 OK-9 ,Tecumseh,OK,74873,35.2603539,-97.1196605,1,1,0,0,0,0,Free account
16537,Burnt Hickory Church of Christ - Bartow,Church,10 Hamilton Blvd NW ,Cartersville,GA,30120,34.2249738,-84.8566706,4,525,0,1,1,0,Free account
16538,Burnt Hickory Church of Christ - Bartow,Church,10 Hamilton Blvd NW ,Cartersville,GA,30120,34.2249738,-84.8566706,1,120,0,1,1,0,Free account
16539,Church at The Mill Woodruff,Church,517 Cross Anchor Rd ,Woodruff,SC,29388,34.7319814,-82.025071,20,10,0,0,0,0,Free account
16541,Christ Community Church - Leawood Campus,Association,14200 Kenneth Rd ,Leawood,KS,66224,38.8722849,-94.6140515,6,965,0,0,0,0,Paid account
16542,Peace Baptist Church,Church,1201 Chase St ,Gary,IN,46404,41.5904948,-87.3753924,1,0,0,0,0,0,Free account
16543,Oak Hill Baptist Church,Church,2501 TN-81 ,Jonesborough,TN,37659,36.3543867,-82.5904336,2,40,0,0,0,0,Free account
16544,St Joe Community Church,Church,2900 N Anthony Blvd ,Fort Wayne,IN,46805,41.1026999,-85.1151507,1,34,1,0,1,1,Free account
16545,Grace Family Church,Church,5101 Van Dyke Rd ,Lutz,FL,33558,28.1292118,-82.5246875,8,0,0,0,0,0,Free account
16546,Fellowship Baptist Church,Church,1701 Jamison St ,Kirksville,MO,63501,40.1815182,-92.5564464,2,100,0,0,0,0,Free account
16547,First Baptist Church,Church,105 Kennedy Ave ,Clever,MO,65631,37.0296423,-93.4696382,1,0,0,0,0,0,Free account
16548,Prepare the Way International Church,Church,18777 N 32nd St ,Phoenix,AZ,85050,33.6568015,-112.0131462,3,180,0,0,0,0,Free account
16549,Cookeville Free Will Baptist,Church,833 S Willow Ave ,Cookeville,TN,38501,36.1459055,-85.5229109,3,0,0,0,0,0,Free account
16550,Halesford Baptist Church,Church,2485 Lost Mountain Rd ,Wirtz,VA,24184,37.1217067,-79.7375974,2,11,0,0,0,0,Free account
16551,Faith Lutheran Church,Church,935 S Crystal Glen Dr ,Lecanto,FL,34461,28.8486102,-82.4943374,1,86,8,9,6,4,Free account
16552,First Baptist Church-Monterey,Church,106 N Chestnut St ,Monterey,TN,38574,36.1473101,-85.2661086,2,17,1,1,1,0,Free account
16553,Black Oak Freewill Baptist Church,Association,5433 State Hwy DD ,Marshfield,MO,65706,37.3376808,-92.7960414,1,0,0,0,0,0,Free account
16554,North Ridge Community Church,Church,1700 Blackhawk Trail Rd ,Eldridge,IA,52748,41.6260863,-90.5618806,1,73,0,0,0,0,Free account
16555,Lagrange Baptist Church,Church,1139 Commerce Pkwy ,La Grange,KY,40031,38.4002416,-85.3819277,1,0,0,0,0,0,Free account
16556,NCFWB,Church,8902 Stone Heritage Rd ,Middlesex,NC,27557,35.7907216,-78.1534814,1,380,0,0,0,0,Free account
16557,Mount Zion Global Methodist Church,Church,1607 Yargerville Rd ,La Salle,MI,48145,41.8674275,-83.5117047,1,55,0,0,0,0,Free account
16558,North Park Trinity Baptist Church,Church,2999 N Sioux Ave ,Claremore,OK,74017,36.3352568,-95.5979124,1,70,0,0,0,0,Free account
16559,Heritage Church,Church,44625 Schoenherr Rd ,Sterling Heights,MI,48313,42.6226083,-82.9963378,3,34,0,0,0,0,Free account
16560,Bethel Baptist Church,Church,1628 N Howe St ,Southport,NC,28461,33.940931,-78.026827,1,40,1,0,1,0,Free account
16561,Iola Missionary,Church,300 W Broadway ,Farina,IL,62838,38.8346525,-88.6308067,1,0,0,0,0,0,Free account
16562,Gwinnett International Church,Church,1255 Dogwood Rd SW ,Snellville,GA,30078,33.8834551,-84.0414068,4,45,0,0,0,0,Paid account
16564,Royal Oak Church,Church,411 E Eleven Mile Rd ,Royal Oak,MI,48067,42.4901166,-83.140144,1,721,4,3,4,5,Free account
16565,The Hills Church - North Richland Hills Campus,Association,6300 NE Loop 820 ,North Richland Hills,TX,76180,32.8385044,-97.2506373,25,476,33,28,23,24,Paid account
16566,Mercy Hill Church,Church,165 W Joe B Hall Ave ,Shepherdsville,KY,40165,37.9875552,-85.7181606,2,0,0,0,0,0,Free account
16567,Hughesville Baptist Church,Church,8505 Old Leonardtown Rd ,Hughesville,MD,20637,38.5298836,-76.7837744,1,233,0,0,1,0,Free account
16568,Bethel Church Redding,Association,933 College View Dr ,Redding,CA,96003,40.6098473,-122.3584268,4,0,0,0,0,0,Free account
16569,Igreja Videira Seattle / Woodinville - Igreja Brasileira em Seattle (Brazilian Church),Church,16932 Redmond - Woodinville Rd NE A-109,Woodinville,WA,98072,47.7506096,-122.1664435,1,0,0,0,0,0,Free account
16571,Cornerstone Community Bible Church,Church,6701 FM 762 Rd ,Rosenberg,TX,77469,29.5328952,-95.6979571,3,15,2,0,0,0,Free account
16572,Horizon Church,Church,815 S Mt Olive St ,Siloam Springs,AR,72761,36.1773862,-94.5406254,2,25,0,0,0,0,Free account
16573,The Rock,Association,101 E Orangethorpe Ave ,Anaheim,CA,92801,33.8599778,-117.9173247,3,947,2,3,4,1,Free account
16574,Assembly of God Church,Association,220 W Lawrence St ,Tribune,KS,67879,38.472154,-101.7548504,1,0,0,0,0,0,Free account
16575,180° Church,Church,3400 Trenton Rd ,Clarksville,TN,37040,36.6121556,-87.321416,17,267,3,2,3,3,Free account
16576,Hiawatha Valley Baptist Church,Church,27675 271st St ,Red Wing,MN,55066,44.5566865,-92.4785328,1,30,0,0,0,0,Free account
16577,FOSTORIA FIRST CHURCH OF THE NAZARENE,Church,339 Sandusky St ,Fostoria,OH,44830,41.1612264,-83.408564,3,13,0,0,0,0,Free account
16578,IGLESIA CRISTIANA FAMILIA DE LA FE,Association,1240 Clearmont St NE Suites 11 & 12,Palm Bay,FL,32905,28.0280513,-80.6060772,9,853,4,1,7,1,Free account
16579,Peninsula Baptist Church,Church,687 Brawley School Rd ,Mooresville,NC,28117,35.5804488,-80.8786736,6,15,0,0,0,0,Free account
16584,"The Sanctuary Church of Indianapolis, Inc",Church,5501 E 30th St ,Indianapolis,IN,46218,39.8105344,-86.0732738,1,0,0,0,0,0,Free account
16585,First Baptist Church,Church,211 Walnut St ,Hico,TX,76457,31.9800453,-98.0338253,2,195,0,0,0,0,Free account
16586,The Sanctuary,Church,820 E 67th St ,Indianapolis,IN,46220,39.8777839,-86.1437871,2,0,0,0,0,0,Free account
16587,Berean Baptist Church ,Church,441 Berean Ln ,Chattanooga,TN,37343,35.1447259,-85.2517591,2,9,2,0,2,2,Free account
16588,Refuge Calvary Chapel Huntington Beach,Church,7800 Edinger Ave ,Huntington Beach,CA,92647,33.7294545,-117.9930938,1,0,0,0,0,0,Free account
16589,LifeSpring Church NC,Church,1250 N Brightleaf Blvd ,Smithfield,NC,27577,35.51793,-78.311909,1,0,0,0,0,0,Free account
16590,Spanish River Church,Church,2400 Yamato Rd ,Boca Raton,FL,33431,26.3932629,-80.1355008,4,498,15,4,3,1,Free account
16591,Lifesource Church of the Nazarene,Church,312 Townline Rd ,Bryan,OH,43506,41.4715316,-84.5745146,1,0,0,0,0,0,Free account
16592,Cornerstone Community Church,Church,10600 Lower River Rd ,Louisville,KY,40272,38.1032204,-85.8917129,1,6,0,1,0,0,Free account
16594,Jesus Image,Church,7601 Forest City Rd ,Orlando,FL,32810,28.626582,-81.4124375,14,165,0,0,0,0,Free account
16595,World Orphans,Church,6020 Erin Park Dr ste a,Colorado Springs,CO,80918,38.9180508,-104.7879519,1,0,0,0,0,0,Free account
16596,New Life Baptist Church,Church,7780 W Locust St ,Davenport,IA,52804,41.5390725,-90.6867621,36,1618,10,17,3,6,Paid account
16597,Timothy Christian Schools,Church,188 W Butterfield Rd ,Elmhurst,IL,60126,41.866951,-87.9429257,30,345,5,6,3,5,Paid account
16598,Calvary Baptist Church,Church,161 TX-22 ,Hamilton,TX,76531,31.7026959,-98.0991453,1,460,0,0,0,0,Free account
16599,Orchard Hills Day School,Church,6032 Cloverdale Rd ,Roanoke,VA,24019,37.344555,-79.877551,1,0,0,0,0,0,Free account
16601,Bath United Methodist Church,Church,13777 Main St ,Bath Township,MI,48808,42.8161032,-84.4490677,1,3,0,0,0,0,Free account
16602,Gunnisonville United Methodist,Church,2031 E Clark Rd ,Bath Township,MI,48808,42.8132966,-84.5227981,1,0,0,0,0,0,Free account
16605,White River Christian Church,Church,1685 N 10th St ,Noblesville,IN,46060,40.065144,-86.0076449,4,15,1,0,0,0,Free account
16606,LIFE Adventist Church of Berkeley,Church,2236 Parker St ,Berkeley,CA,94704,37.8625107,-122.2633575,7,355,4,2,3,1,Free account
16607,Horizon Presbyterian Church,Church,1401 E Liberty Ln ,Phoenix,AZ,85048,33.2923164,-112.0531086,1,0,0,0,0,0,Paid account
16609,Mosaic Church,Church,14175 W Colonial Dr ,Winter Garden,FL,34787,28.5529075,-81.5946925,24,1014,1,1,1,1,Paid account
16610,Orlando Church Planting Network,Association,14175 W Colonial Dr ,Winter Garden,FL,34787,28.5531816,-81.5946211,27,314,1,1,1,1,Free account
16611,Rejoice Free Will Baptist Church,Church,2518 Una Antioch Pike ,Nashville,TN,37013,36.0633306,-86.6626277,0,0,0,0,0,0,Free account
16612,Blue Point Free Will Baptist Church,Church,1141 Co Rd 1975N ,Cisne,IL,62823,38.5425532,-88.4861014,1,0,0,0,0,0,Free account
16613,Concordia Lutheran Church,Association,16801 Huebner Rd ,San Antonio,TX,78258,29.6092703,-98.5256201,3,65,1,3,0,0,Free account
16614,Orchard.Church,Church,12405 E 120th Ave ,Henderson,CO,80640,39.9157062,-104.8428311,782,10360,128,83,93,100,Paid account
16615,Greater Works Church,Church,1980 S Academy Blvd Suite C,Colorado Springs,CO,80916,38.8035691,-104.7591161,2,135,1,1,1,0,Free account
16616,Low Country Free Will Baptist Church,Church,2720 Shadow Ln ,Charleston,SC,29406,32.9747756,-80.0643451,3,2471,6,0,0,1,Free account
16617,Great Bridge Free Will Baptist Church,Association,700 Mt Pleasant Rd ,Chesapeake,VA,23322,36.7051423,-76.2121085,18,896,2,0,0,0,Free account
16618,Keystone Church,Church,22 Westview Dr ,Greensburg,PA,15601,40.3032649,-79.5646902,3,140,0,0,0,0,Free account
16619,Quarry Community Church,Church,8585 MN-25 ,Monticello,MN,55362,45.2740137,-93.8168817,1,76,1,0,2,1,Free account
16620,Woodbury Lutheran Church - Valley Creek Campus,Church,7380 Afton Rd ,Woodbury,MN,55125,44.9236797,-92.9569095,76,2936,31,15,2,16,Free account
16621,Tabernacle Free Will Baptiat Church,Church,15643 Tabernacle Rd ,Buhl,AL,35446,33.3631022,-87.7310078,1,5,0,0,0,0,Free account
16622,Iglesia El Sinai,Church,263 N Langford St ,Berlin,GA,31722,31.0696103,-83.6232656,0,7,0,0,0,0,Free account
16623,Child Evangelism Fellowship,Association,43687 Kalifornsky Beach Rd ste d,Soldotna,AK,99669,60.488763,-151.154471,0,0,0,0,0,0,Free account
16625,4 love Foundation,Association,4059 CO-131 ,Wolcott,CO,81655,39.7522351,-106.6723918,1,0,0,0,0,0,Free account
16626,Potomac Conference of Seventh-Day Adventists,Association,606 Greenville Ave ,Staunton,VA,24401,38.1372927,-79.0712365,1,0,0,0,0,0,Free account
16627,New Hope Baptist Church,Church,2727 Mt Misery Rd NE ,Leland,NC,28451,34.2944985,-78.0594708,2,0,0,0,0,0,Free account
16628,Southside Free Will Baptist,Church,204 S Mayo Trail ,Paintsville,KY,41240,37.811721,-82.8096444,11,404,1,1,3,5,Free account
16629,Oak Brook Community Church,Association,3100 Midwest Rd ,Oak Brook,IL,60523,41.8302081,-87.9731062,1,13,0,0,0,0,Free account
