name,status,length,kids,age,gender
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Broken,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Estranged,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Shallow,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Shallow,married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male
Strong,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Strong,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Thriving,married,twentyone_to_thirty,kids_under_five,to_fifty,male
Steady,married,under_two,adult_children,to_fifty,male
Strong,married,under_two,kids_none,to_thirty,male
Strong,married,under_two,kids_none,to_thirty,male
Strong,married,under_two,kids_none,to_thirty,male
Strong,married,under_two,kids_none,to_thirty,male
Estranged,married,under_two,kids_none,to_thirty,female
Estranged,married,under_two,kids_none,to_thirty,female
Estranged,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Thriving,married,under_two,kids_none,to_thirty,female
Shallow,married,under_two,kids_none,to_thirty,female
Shallow,married,under_two,kids_none,to_thirty,female
Shallow,married,under_two,kids_none,to_thirty,female
Reliable,married,under_two,kids_none,to_twentyfour,female
Reliable,married,under_two,kids_none,to_twentyfour,female
Hopeful,married,under_two,kids_none,to_twentyfour,female
Hopeful,married,under_two,kids_none,to_twentyfour,female
Hopeful,married,under_two,kids_none,to_twentyfour,female
Hopeful,married,under_two,kids_none,to_twentyfour,female
Hopeful,married,under_two,kids_none,to_twentyfour,female
Fickle,married,under_two,kids_none,to_twentyfour,female
Fickle,married,under_two,kids_none,to_twentyfour,male
Fickle,married,under_two,kids_none,to_twentyfour,male
Fickle,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Thriving,married,under_two,kids_none,to_twentyfour,male
Steady,married,under_two,kids_none,under_eighteen,male
Steady,married,under_two,kids_none,under_eighteen,male
Steady,married,under_two,kids_none,under_eighteen,male
Steady,married,under_two,kids_none,under_eighteen,male
Steady,married,under_two,kids_none,under_eighteen,male
Strong,married,under_two,kids_under_five,to_forty,male
Strong,married,under_two,kids_under_five,to_forty,male
Strong,married,under_two,kids_under_five,to_forty,male
Shallow,married,under_two,kids_under_five,to_forty,male
Shallow,married,under_two,kids_under_five,to_forty,male
Shallow,married,under_two,kids_under_five,to_forty,male
Shallow,married,under_two,kids_under_five,to_forty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Hopeful,married,under_two,kids_under_five,to_thirty,male
Fickle,married,under_two,kids_under_five,to_thirty,male
Fickle,married,under_two,kids_under_five,to_thirty,male
Fickle,married,under_two,kids_under_five,to_thirty,female
Fickle,married,under_two,kids_under_five,to_thirty,female
Strong,married,under_two,kids_under_five,to_thirty,female
Strong,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Estranged,married,under_two,kids_under_five,to_thirty,female
Thriving,married,under_two,kids_under_five,to_thirty,female
Thriving,married,under_two,kids_under_five,to_thirty,female
Thriving,married,under_two,kids_under_five,to_thirty,female
Shallow,married,under_two,kids_under_five,to_thirty,female
Shallow,married,under_two,kids_under_five,to_thirty,female
Reliable,married,under_two,kids_under_five,to_twentyfour,female
Reliable,married,under_two,kids_under_five,to_twentyfour,female
Tentative,married,under_two,kids_under_five,to_twentyfour,female
Tentative,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Strong,married,under_two,kids_under_five,to_twentyfour,female
Estranged,married,under_two,kids_under_five,to_twentyfour,male
Estranged,married,under_two,kids_under_five,to_twentyfour,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Reliable,married,under_two,kids_under_five,under_eighteen,male
Tentative,married,under_two,kids_under_five,under_eighteen,male
Hopeful,married,under_two,kids_under_five,under_eighteen,male
Stuck,remarried,eleven_to_twenty,adult_children,to_fifty,male
Fickle,remarried,eleven_to_twenty,adult_children,to_fifty,male
Strong,remarried,eleven_to_twenty,adult_children,to_fifty,male
Steady,remarried,eleven_to_twenty,kids_none,to_fifty,male
Steady,remarried,eleven_to_twenty,kids_none,to_forty,male
Steady,remarried,eleven_to_twenty,kids_none,to_forty,male
Steady,remarried,eleven_to_twenty,kids_none,to_forty,male
Stuck,remarried,eleven_to_twenty,kids_none,to_forty,male
Strong,remarried,eleven_to_twenty,kids_none,to_forty,male
Strong,remarried,eleven_to_twenty,kids_none,to_forty,male
Broken,remarried,eleven_to_twenty,kids_none,to_forty,male
Broken,remarried,eleven_to_twenty,kids_none,to_forty,male
Broken,remarried,eleven_to_twenty,kids_none,to_forty,male
Reliable,remarried,eleven_to_twenty,kids_none,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_none,to_thirty,male
Stuck,remarried,eleven_to_twenty,kids_none,to_thirty,male
Estranged,remarried,eleven_to_twenty,kids_to_fifth,to_forty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Reliable,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Stuck,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Stuck,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Estranged,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Estranged,remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male
Hopeful,remarried,eleven_to_twenty,kids_to_twelfth,to_forty,male
Hopeful,remarried,eleven_to_twenty,kids_to_twelfth,to_forty,male
Fickle,remarried,eleven_to_twenty,kids_to_twelfth,to_forty,female
Fickle,remarried,eleven_to_twenty,kids_to_twelfth,to_forty,female
Steady,remarried,eleven_to_twenty,kids_under_five,to_forty,female
Reliable,remarried,eleven_to_twenty,kids_under_five,to_forty,female
Reliable,remarried,eleven_to_twenty,kids_under_five,to_forty,female
Reliable,remarried,eleven_to_twenty,kids_under_five,to_forty,female
Reliable,remarried,eleven_to_twenty,kids_under_five,to_forty,female
Reliable,remarried,over_thirty,adult_children,to_fifty,female
Reliable,remarried,over_thirty,adult_children,to_fifty,female
Tentative,remarried,over_thirty,adult_children,to_fifty,female
Tentative,remarried,over_thirty,adult_children,to_fifty,female
Tentative,remarried,over_thirty,adult_children,to_fifty,female
Reliable,remarried,over_thirty,kids_none,to_fifty,female
Reliable,remarried,over_thirty,kids_none,to_fifty,female
Detached,remarried,over_thirty,kids_none,to_fifty,female
Detached,remarried,over_thirty,kids_none,to_fifty,female
Detached,remarried,over_thirty,kids_none,to_fifty,female
Detached,remarried,over_thirty,kids_none,to_fifty,female
Hopeful,remarried,over_thirty,kids_none,to_fifty,female
Hopeful,remarried,over_thirty,kids_none,to_fifty,female
Hopeful,remarried,over_thirty,kids_none,to_fifty,female
Hopeful,remarried,over_thirty,kids_none,to_fifty,female
Fickle,remarried,over_thirty,kids_none,to_fifty,female
Fickle,remarried,over_thirty,kids_none,to_fifty,female
Fickle,remarried,over_thirty,kids_none,to_fifty,female
Strong,remarried,over_thirty,kids_none,to_fifty,female
Strong,remarried,over_thirty,kids_none,to_fifty,female
Strong,remarried,over_thirty,kids_none,to_fifty,male
Strong,remarried,over_thirty,kids_none,to_fifty,male
Broken,remarried,over_thirty,kids_none,to_seventy,male
Shallow,remarried,over_thirty,kids_none,to_seventy,male
Shallow,remarried,over_thirty,kids_none,to_seventy,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Strong,remarried,over_thirty,kids_none,to_sixty,male
Broken,remarried,over_thirty,kids_none,to_sixty,male
Broken,remarried,over_thirty,kids_none,to_sixty,male
Steady,remarried,over_thirty,kids_to_fifth,to_fifty,male
Steady,remarried,over_thirty,kids_to_fifth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_fifth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_fifth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_fifth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_fifth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_fifth,to_fifty,male
Fickle,remarried,over_thirty,kids_to_fifth,to_fifty,male
Fickle,remarried,over_thirty,kids_to_fifth,to_fifty,male
Fickle,remarried,over_thirty,kids_to_fifth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Reliable,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Tentative,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Tentative,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Tentative,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Tentative,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Detached,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Hopeful,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Fickle,remarried,over_thirty,kids_to_twelfth,to_fifty,male
Fickle,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Broken,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Broken,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Broken,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,remarried,over_thirty,kids_to_twelfth,to_fifty,female
Thriving,remarried,over_thirty,kids_under_five,to_fifty,female
Thriving,remarried,over_thirty,kids_under_five,to_fifty,female
Thriving,remarried,over_thirty,kids_under_five,to_fifty,female
Hopeful,remarried,six_to_ten,kids_none,to_twentyfour,female
Stuck,remarried,six_to_ten,kids_none,to_twentyfour,female
Frayed,remarried,six_to_ten,kids_none,to_twentyfour,female
Broken,remarried,six_to_ten,kids_none,to_twentyfour,female
Shallow,remarried,six_to_ten,kids_none,to_twentyfour,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Fickle,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Fickle,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Broken,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Broken,remarried,six_to_ten,kids_to_fifth,to_thirty,female
Reliable,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Reliable,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Hopeful,remarried,six_to_ten,kids_to_fifth,to_twentyfour,female
Shallow,remarried,six_to_ten,kids_under_five,to_fifty,female
Shallow,remarried,six_to_ten,kids_under_five,to_fifty,female
Steady,remarried,six_to_ten,kids_under_five,to_forty,female
Steady,remarried,six_to_ten,kids_under_five,to_forty,female
Estranged,remarried,six_to_ten,kids_under_five,to_forty,female
Steady,remarried,six_to_ten,kids_under_five,to_thirty,male
Hopeful,remarried,three_to_five,kids_none,to_fifty,male
Stuck,remarried,three_to_five,kids_none,to_thirty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_forty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_forty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_forty,male
Tentative,remarried,three_to_five,kids_to_fifth,to_forty,male
Broken,remarried,three_to_five,kids_to_fifth,to_forty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_thirty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_thirty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_thirty,male
Reliable,remarried,three_to_five,kids_to_fifth,to_thirty,male
Tentative,remarried,three_to_five,kids_to_twelfth,to_fifty,male
Tentative,remarried,three_to_five,kids_to_twelfth,to_fifty,male
Tentative,remarried,three_to_five,kids_to_twelfth,to_forty,male
Steady,remarried,three_to_five,kids_under_five,to_fifty,male
Strong,remarried,three_to_five,kids_under_five,to_fifty,male
Shallow,remarried,three_to_five,kids_under_five,to_thirty,male
Shallow,remarried,three_to_five,kids_under_five,to_thirty,male
Shallow,remarried,three_to_five,kids_under_five,to_thirty,male
Shallow,remarried,three_to_five,kids_under_five,to_thirty,male
Hopeful,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Hopeful,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Hopeful,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Stuck,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Stuck,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Stuck,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Strong,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Strong,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Strong,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Estranged,remarried,twentyone_to_thirty,adult_children,to_fifty,male
Estranged,remarried,twentyone_to_thirty,adult_children,to_sixty,male
Estranged,remarried,twentyone_to_thirty,adult_children,to_sixty,male
Hopeful,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Fickle,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Strong,remarried,twentyone_to_thirty,kids_none,to_fifty,male
Hopeful,remarried,twentyone_to_thirty,kids_none,to_seventy,male
Hopeful,remarried,twentyone_to_thirty,kids_none,to_seventy,male
Hopeful,remarried,twentyone_to_thirty,kids_none,to_seventy,male
Steady,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,male
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Reliable,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Tentative,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Hopeful,remarried,twentyone_to_thirty,kids_none,to_sixty,female
Steady,remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female
Hopeful,remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female
Estranged,remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female
Estranged,remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female
Steady,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Steady,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Steady,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Hopeful,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Stuck,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Stuck,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Stuck,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Stuck,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Stuck,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Fickle,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Fickle,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Strong,remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female
Shallow,remarried,under_two,kids_none,to_forty,female
Strong,remarried,under_two,kids_none,to_thirty,female
Broken,remarried,under_two,kids_none,to_thirty,female
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Broken,remarried,under_two,kids_none,to_thirty,male
Estranged,remarried,under_two,kids_none,to_thirty,male
Estranged,remarried,under_two,kids_none,to_thirty,male
Thriving,remarried,under_two,kids_none,to_thirty,male
Thriving,remarried,under_two,kids_none,to_thirty,male
Shallow,remarried,under_two,kids_none,to_thirty,male
Hopeful,remarried,under_two,kids_none,to_twentyfour,male
Hopeful,remarried,under_two,kids_none,to_twentyfour,male
Hopeful,remarried,under_two,kids_none,to_twentyfour,male
Hopeful,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Frayed,remarried,under_two,kids_none,to_twentyfour,male
Strong,remarried,under_two,kids_none,to_twentyfour,male
Shallow,remarried,under_two,kids_none,to_twentyfour,male
Shallow,remarried,under_two,kids_none,to_twentyfour,male
Steady,remarried,under_two,kids_none,under_eighteen,male
Steady,remarried,under_two,kids_none,under_eighteen,male
Steady,remarried,under_two,kids_none,under_eighteen,male
Steady,remarried,under_two,kids_none,under_eighteen,male
Steady,remarried,under_two,kids_to_fifth,to_forty,female
Steady,remarried,under_two,kids_to_fifth,to_forty,female
Steady,remarried,under_two,kids_to_fifth,to_thirty,female
Steady,remarried,under_two,kids_to_twelfth,to_forty,female
Steady,remarried,under_two,kids_to_twelfth,to_forty,female
Steady,remarried,under_two,kids_under_five,to_forty,female
Thriving,remarried,under_two,kids_under_five,to_forty,female
Thriving,remarried,under_two,kids_under_five,to_forty,female
Shallow,remarried,under_two,kids_under_five,to_forty,female
Shallow,remarried,under_two,kids_under_five,to_forty,female
Tentative,remarried,under_two,kids_under_five,to_thirty,female
Tentative,remarried,under_two,kids_under_five,to_thirty,female
Tentative,remarried,under_two,kids_under_five,to_thirty,female
Frayed,remarried,under_two,kids_under_five,to_thirty,female
Frayed,remarried,under_two,kids_under_five,to_thirty,female
Estranged,remarried,under_two,kids_under_five,to_thirty,female
Thriving,remarried,under_two,kids_under_five,to_thirty,female
Thriving,remarried,under_two,kids_under_five,to_thirty,female
Thriving,remarried,under_two,kids_under_five,to_thirty,female
Shallow,remarried,under_two,kids_under_five,to_twentyfour,female
Shallow,remarried,under_two,kids_under_five,to_twentyfour,female
Steady,remarried,under_two,kids_under_five,under_eighteen,female
Tentative,remarried,under_two,kids_under_five,under_eighteen,female
