status,length,kids,age,gender,connection,commitment,score
remarried,eleven_to_twenty,kids_none,to_thirty,male,6,4,Tentative
remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male,6,4,Tentative
remarried,over_thirty,kids_none,to_fifty,female,6,4,Tentative
remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female,6,4,Tentative
remarried,under_two,kids_none,to_twentyfour,male,6,4,Tentative
dating,over_thirty,kids_none,to_sixty,female,6,5,Steady
engaged,over_thirty,kids_under_five,to_sixty,female,6,5,Steady
married,eleven_to_twenty,kids_none,to_thirty,male,6,5,Steady
married,over_thirty,kids_none,to_fifty,male,6,5,Steady
married,over_thirty,kids_to_twelfth,to_fifty,male,6,5,Steady
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,6,5,Steady
married,under_two,kids_under_five,to_thirty,female,6,5,Steady
married,under_two,kids_under_five,to_thirty,female,6,5,Steady
remarried,eleven_to_twenty,kids_to_twelfth,to_forty,female,6,5,Steady
remarried,six_to_ten,kids_to_fifth,to_twentyfour,female,6,5,Steady
dating,under_two,kids_under_five,to_twentyfour,female,6,6,Reliable
engaged,eleven_to_twenty,kids_none,to_thirty,female,6,6,Reliable
engaged,eleven_to_twenty,kids_to_fifth,to_forty,male,6,6,Reliable
married,eleven_to_twenty,kids_none,to_forty,male,6,6,Reliable
married,over_thirty,kids_none,to_fifty,male,6,6,Reliable
married,over_thirty,kids_to_twelfth,to_fifty,female,6,6,Reliable
married,over_thirty,kids_to_twelfth,to_fifty,female,6,6,Reliable
married,three_to_five,kids_under_five,to_forty,male,6,6,Reliable
remarried,over_thirty,kids_none,to_fifty,female,6,6,Reliable
living_together,twentyone_to_thirty,adult_children,to_sixty,male,6,7,Reliable
married,over_thirty,adult_children,to_sixty,female,6,7,Reliable
married,over_thirty,kids_none,to_sixty,female,6,7,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,female,6,7,Reliable
remarried,over_thirty,kids_to_fifth,to_fifty,male,6,7,Reliable
remarried,under_two,kids_to_twelfth,to_forty,female,6,7,Reliable
dating,under_two,kids_under_five,under_eighteen,female,6,8,Reliable
engaged,over_thirty,kids_to_fifth,to_fifty,male,6,8,Reliable
engaged,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,6,8,Reliable
married,eleven_to_twenty,kids_under_five,to_thirty,male,6,8,Reliable
married,three_to_five,kids_under_five,to_forty,female,6,8,Reliable
married,twentyone_to_thirty,adult_children,to_seventy,male,6,8,Reliable
married,twentyone_to_thirty,kids_none,to_fifty,male,6,8,Reliable
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,6,8,Reliable
remarried,over_thirty,kids_none,to_sixty,male,6,8,Reliable
remarried,over_thirty,kids_none,to_sixty,male,6,8,Reliable
remarried,over_thirty,kids_to_twelfth,to_fifty,male,6,8,Reliable
remarried,three_to_five,kids_to_fifth,to_thirty,male,6,8,Reliable
remarried,twentyone_to_thirty,kids_none,to_fifty,male,6,8,Reliable
engaged,three_to_five,kids_to_fifth,to_thirty,male,6,9,Reliable
living_together,over_thirty,adult_children,to_fifty,female,6,9,Reliable
living_together,over_thirty,kids_none,to_sixty,male,6,9,Reliable
living_together,under_two,kids_under_five,to_twentyfour,male,6,9,Reliable
married,eleven_to_twenty,adult_children,to_fifty,male,6,9,Reliable
married,eleven_to_twenty,kids_none,to_forty,male,6,9,Reliable
married,three_to_five,kids_under_five,to_thirty,male,6,9,Reliable
married,under_two,kids_none,to_thirty,female,6,9,Reliable
remarried,twentyone_to_thirty,kids_none,to_sixty,female,6,9,Reliable
dating,under_two,kids_none,under_eighteen,male,6,10,Reliable
dating,under_two,kids_none,under_eighteen,female,6,10,Reliable
engaged,three_to_five,kids_to_fifth,to_thirty,male,6,10,Reliable
living_together,eleven_to_twenty,kids_none,to_thirty,female,6,10,Reliable
living_together,under_two,kids_none,to_thirty,female,6,10,Reliable
married,over_thirty,kids_none,to_fifty,male,6,10,Reliable
married,three_to_five,kids_under_five,to_twentyfour,male,6,10,Reliable
remarried,over_thirty,kids_to_twelfth,to_fifty,male,6,10,Reliable
remarried,six_to_ten,kids_to_fifth,to_thirty,female,6,10,Reliable
remarried,three_to_five,kids_to_twelfth,to_forty,male,6,10,Reliable
remarried,twentyone_to_thirty,adult_children,to_fifty,male,6,10,Reliable
remarried,under_two,kids_none,to_twentyfour,male,6,10,Reliable
dating,eleven_to_twenty,kids_to_fifth,to_forty,male,7,0,Shallow
engaged,twentyone_to_thirty,kids_none,to_fifty,female,7,0,Shallow
living_together,twentyone_to_thirty,kids_none,to_fifty,male,7,0,Shallow
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,7,0,Shallow
married,over_thirty,kids_to_fifth,to_fifty,male,7,0,Shallow
married,six_to_ten,kids_under_five,to_thirty,male,7,0,Shallow
married,three_to_five,kids_under_five,to_thirty,male,7,0,Shallow
remarried,over_thirty,kids_to_twelfth,to_fifty,female,7,0,Shallow
remarried,six_to_ten,kids_under_five,to_forty,female,7,0,Shallow
dating,over_thirty,kids_under_five,to_fifty,male,7,1,Fickle
dating,under_two,kids_none,under_eighteen,male,7,1,Fickle
dating,under_two,kids_none,under_eighteen,female,7,1,Fickle
engaged,under_two,kids_none,to_twentyfour,female,7,1,Fickle
married,over_thirty,kids_none,to_sixty,female,7,1,Fickle
married,three_to_five,kids_none,to_thirty,female,7,1,Fickle
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,1,Fickle
married,twentyone_to_thirty,kids_under_five,to_fifty,male,7,1,Fickle
married,under_two,kids_under_five,under_eighteen,male,7,1,Fickle
remarried,under_two,kids_under_five,to_thirty,female,7,1,Fickle
dating,under_two,kids_none,under_eighteen,male,7,2,Fickle
engaged,over_thirty,adult_children,to_fifty,male,7,2,Fickle
engaged,under_two,kids_none,to_twentyfour,female,7,2,Fickle
married,eleven_to_twenty,kids_none,to_thirty,female,7,2,Fickle
married,eleven_to_twenty,kids_to_twelfth,to_forty,male,7,2,Fickle
remarried,eleven_to_twenty,kids_to_fifth,to_thirty,male,7,2,Fickle
dating,over_thirty,kids_under_five,to_fifty,male,7,3,Fickle
engaged,six_to_ten,kids_under_five,to_thirty,female,7,3,Fickle
living_together,under_two,kids_under_five,to_forty,female,7,3,Fickle
married,eleven_to_twenty,kids_under_five,to_thirty,male,7,3,Fickle
married,over_thirty,kids_none,to_fifty,male,7,3,Fickle
married,over_thirty,kids_to_twelfth,to_fifty,male,7,3,Fickle
married,six_to_ten,kids_none,to_thirty,male,7,3,Fickle
married,under_two,kids_under_five,to_thirty,female,7,3,Fickle
married,over_thirty,kids_none,to_fifty,male,7,4,Hopeful
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,4,Hopeful
remarried,eleven_to_twenty,kids_none,to_forty,male,7,4,Hopeful
remarried,over_thirty,kids_to_twelfth,to_fifty,male,7,4,Hopeful
remarried,three_to_five,kids_under_five,to_fifty,male,7,4,Hopeful
remarried,twentyone_to_thirty,adult_children,to_fifty,male,7,4,Hopeful
remarried,under_two,kids_under_five,to_twentyfour,female,7,4,Hopeful
dating,over_thirty,kids_none,to_fifty,female,7,5,Hopeful
dating,six_to_ten,kids_to_fifth,to_twentyfour,male,7,5,Hopeful
living_together,eleven_to_twenty,kids_under_five,to_fifty,female,7,5,Hopeful
married,three_to_five,kids_under_five,to_fifty,female,7,5,Hopeful
married,twentyone_to_thirty,kids_none,to_fifty,male,7,5,Hopeful
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,7,5,Hopeful
married,under_two,kids_under_five,to_thirty,male,7,5,Hopeful
married,under_two,kids_under_five,under_eighteen,male,7,5,Hopeful
remarried,over_thirty,kids_to_twelfth,to_fifty,male,7,5,Hopeful
remarried,three_to_five,kids_to_fifth,to_forty,male,7,5,Hopeful
remarried,twentyone_to_thirty,kids_none,to_sixty,male,7,5,Hopeful
remarried,twentyone_to_thirty,kids_none,to_sixty,female,7,5,Hopeful
remarried,twentyone_to_thirty,kids_none,to_sixty,female,7,5,Hopeful
dating,under_two,kids_under_five,to_twentyfour,female,7,6,Hopeful
engaged,six_to_ten,kids_under_five,to_twentyfour,male,7,6,Hopeful
living_together,over_thirty,kids_to_twelfth,to_fifty,male,7,6,Hopeful
living_together,over_thirty,kids_to_twelfth,to_fifty,male,7,6,Hopeful
living_together,over_thirty,kids_to_twelfth,to_fifty,male,7,6,Hopeful
living_together,over_thirty,kids_to_twelfth,to_fifty,male,7,6,Hopeful
married,eleven_to_twenty,kids_none,to_thirty,female,7,6,Hopeful
married,eleven_to_twenty,kids_to_fifth,to_fifty,female,7,6,Hopeful
married,six_to_ten,kids_none,to_thirty,male,7,6,Hopeful
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,7,6,Hopeful
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,7,6,Hopeful
married,under_two,kids_none,to_thirty,female,7,6,Hopeful
married,under_two,kids_under_five,to_twentyfour,female,7,6,Hopeful
remarried,over_thirty,kids_to_fifth,to_fifty,male,7,6,Hopeful
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,6,Hopeful
remarried,under_two,kids_none,to_twentyfour,male,7,6,Hopeful
remarried,under_two,kids_to_fifth,to_forty,female,7,6,Hopeful
dating,eleven_to_twenty,kids_none,to_forty,male,7,7,Strong
dating,under_two,kids_none,to_twentyfour,male,7,7,Strong
living_together,over_thirty,kids_none,to_fifty,male,7,7,Strong
living_together,six_to_ten,kids_none,to_thirty,female,7,7,Strong
living_together,twentyone_to_thirty,adult_children,to_fifty,male,7,7,Strong
married,eleven_to_twenty,adult_children,to_sixty,male,7,7,Strong
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,7,7,Strong
married,under_two,kids_none,to_thirty,female,7,7,Strong
remarried,over_thirty,kids_none,to_fifty,female,7,7,Strong
dating,eleven_to_twenty,kids_to_fifth,to_fifty,male,7,8,Strong
dating,twentyone_to_thirty,adult_children,to_sixty,male,7,8,Strong
dating,under_two,kids_none,under_eighteen,male,7,8,Strong
engaged,over_thirty,kids_none,to_fifty,male,7,8,Strong
engaged,over_thirty,kids_none,to_sixty,male,7,8,Strong
married,eleven_to_twenty,kids_under_five,to_forty,male,7,8,Strong
married,over_thirty,kids_to_twelfth,to_fifty,female,7,8,Strong
married,twentyone_to_thirty,adult_children,to_fifty,male,7,8,Strong
married,under_two,kids_none,to_thirty,male,7,8,Strong
married,under_two,kids_under_five,to_twentyfour,female,7,8,Strong
remarried,over_thirty,adult_children,to_fifty,female,7,8,Strong
engaged,eleven_to_twenty,kids_to_fifth,to_forty,female,7,9,Strong
engaged,eleven_to_twenty,kids_to_fifth,to_thirty,male,7,9,Strong
engaged,twentyone_to_thirty,kids_none,to_seventy,female,7,9,Strong
engaged,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,9,Strong
living_together,under_two,kids_none,to_thirty,female,7,9,Strong
married,over_thirty,kids_none,to_fifty,male,7,9,Strong
married,over_thirty,kids_to_twelfth,to_fifty,female,7,9,Strong
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,7,9,Strong
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,7,9,Strong
married,under_two,kids_under_five,to_thirty,male,7,9,Strong
remarried,over_thirty,adult_children,to_fifty,female,7,9,Strong
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,9,Strong
dating,under_two,kids_under_five,to_twentyfour,female,7,10,Thriving
engaged,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,10,Thriving
living_together,over_thirty,kids_to_twelfth,to_fifty,male,7,10,Thriving
living_together,under_two,kids_under_five,to_forty,female,7,10,Thriving
married,six_to_ten,kids_under_five,to_thirty,male,7,10,Thriving
married,twentyone_to_thirty,adult_children,to_sixty,female,7,10,Thriving
married,twentyone_to_thirty,kids_none,to_fifty,female,7,10,Thriving
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,7,10,Thriving
married,twentyone_to_thirty,kids_under_five,to_fifty,male,7,10,Thriving
married,under_two,kids_none,under_eighteen,male,7,10,Thriving
remarried,eleven_to_twenty,kids_none,to_forty,male,7,10,Thriving
remarried,under_two,kids_under_five,to_forty,female,7,10,Thriving
remarried,under_two,kids_under_five,under_eighteen,female,7,10,Thriving
dating,twentyone_to_thirty,kids_none,to_sixty,female,8,0,Shallow
engaged,under_two,kids_under_five,to_twentyfour,male,8,0,Shallow
living_together,eleven_to_twenty,kids_none,to_thirty,female,8,0,Shallow
married,over_thirty,kids_none,to_sixty,female,8,0,Shallow
married,over_thirty,kids_to_twelfth,to_fifty,female,8,0,Shallow
married,over_thirty,kids_under_five,to_fifty,female,8,0,Shallow
married,twentyone_to_thirty,adult_children,to_fifty,male,8,0,Shallow
married,twentyone_to_thirty,adult_children,to_seventy,male,8,0,Shallow
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,8,0,Shallow
married,under_two,kids_under_five,to_forty,male,8,0,Shallow
married,under_two,kids_under_five,to_thirty,male,8,0,Shallow
remarried,twentyone_to_thirty,adult_children,to_fifty,male,8,0,Shallow
engaged,over_thirty,kids_none,to_fifty,male,8,1,Fickle
living_together,over_thirty,kids_to_twelfth,to_fifty,male,8,1,Fickle
living_together,six_to_ten,kids_under_five,to_twentyfour,female,8,1,Fickle
living_together,twentyone_to_thirty,adult_children,to_fifty,male,8,1,Fickle
married,twentyone_to_thirty,adult_children,to_fifty,male,8,1,Fickle
married,under_two,kids_under_five,to_thirty,female,8,1,Fickle
remarried,over_thirty,kids_none,to_fifty,male,8,1,Fickle
remarried,twentyone_to_thirty,adult_children,to_fifty,male,8,1,Fickle
dating,over_thirty,kids_to_twelfth,to_fifty,female,8,2,Fickle
dating,under_two,kids_under_five,to_twentyfour,female,8,2,Fickle
engaged,over_thirty,kids_none,to_sixty,male,8,2,Fickle
engaged,under_two,kids_none,to_twentyfour,female,8,2,Fickle
engaged,under_two,kids_none,to_twentyfour,female,8,2,Fickle
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,8,2,Fickle
living_together,under_two,kids_under_five,to_twentyfour,male,8,2,Fickle
married,eleven_to_twenty,kids_none,to_thirty,male,8,2,Fickle
remarried,over_thirty,kids_to_twelfth,to_fifty,male,8,2,Fickle
remarried,over_thirty,kids_to_twelfth,to_fifty,male,8,2,Fickle
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,2,Fickle
remarried,twentyone_to_thirty,kids_none,to_sixty,male,8,2,Fickle
dating,three_to_five,kids_none,to_thirty,male,8,3,Fickle
dating,under_two,kids_none,under_eighteen,male,8,3,Fickle
dating,under_two,kids_none,under_eighteen,male,8,3,Fickle
engaged,eleven_to_twenty,kids_to_fifth,to_forty,female,8,3,Fickle
engaged,over_thirty,kids_none,to_fifty,male,8,3,Fickle
married,eleven_to_twenty,kids_to_fifth,to_forty,female,8,3,Fickle
married,over_thirty,kids_none,to_fifty,female,8,3,Fickle
married,over_thirty,kids_none,to_fifty,female,8,3,Fickle
married,over_thirty,kids_none,to_fifty,male,8,3,Fickle
married,over_thirty,kids_none,to_fifty,male,8,3,Fickle
married,over_thirty,kids_to_fifth,to_fifty,male,8,3,Fickle
married,twentyone_to_thirty,kids_none,to_fifty,male,8,3,Fickle
married,twentyone_to_thirty,kids_none,to_fifty,male,8,3,Fickle
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,8,3,Fickle
married,under_two,kids_under_five,to_thirty,female,8,3,Fickle
remarried,six_to_ten,kids_none,to_twentyfour,female,8,3,Fickle
remarried,three_to_five,kids_to_fifth,to_forty,male,8,3,Fickle
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,8,3,Fickle
dating,twentyone_to_thirty,kids_none,to_fifty,female,8,4,Hopeful
dating,under_two,kids_under_five,to_twentyfour,female,8,4,Hopeful
engaged,over_thirty,kids_under_five,to_fifty,female,8,4,Hopeful
engaged,twentyone_to_thirty,kids_under_five,to_fifty,female,8,4,Hopeful
engaged,twentyone_to_thirty,kids_under_five,to_fifty,female,8,4,Hopeful
living_together,over_thirty,kids_to_twelfth,to_fifty,male,8,4,Hopeful
married,eleven_to_twenty,kids_none,to_thirty,female,8,4,Hopeful
married,over_thirty,adult_children,to_seventy,male,8,4,Hopeful
married,over_thirty,kids_to_fifth,to_fifty,male,8,4,Hopeful
married,over_thirty,kids_to_fifth,to_fifty,male,8,4,Hopeful
married,over_thirty,kids_to_twelfth,to_fifty,male,8,4,Hopeful
married,over_thirty,kids_under_five,to_fifty,female,8,4,Hopeful
remarried,over_thirty,kids_under_five,to_fifty,female,8,4,Hopeful
remarried,twentyone_to_thirty,adult_children,to_sixty,male,8,4,Hopeful
dating,twentyone_to_thirty,kids_to_fifth,to_fifty,female,8,5,Hopeful
dating,under_two,kids_under_five,under_eighteen,female,8,5,Hopeful
engaged,over_thirty,kids_none,to_sixty,male,8,5,Hopeful
living_together,three_to_five,kids_none,to_twentyfour,female,8,5,Hopeful
married,eleven_to_twenty,kids_none,to_forty,male,8,5,Hopeful
married,eleven_to_twenty,kids_to_fifth,to_forty,male,8,5,Hopeful
married,under_two,kids_under_five,under_eighteen,male,8,5,Hopeful
remarried,over_thirty,kids_to_fifth,to_fifty,male,8,5,Hopeful
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,5,Hopeful
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,5,Hopeful
dating,under_two,kids_none,to_twentyfour,male,8,6,Hopeful
living_together,three_to_five,kids_none,to_thirty,female,8,6,Hopeful
married,over_thirty,kids_under_five,to_fifty,female,8,6,Hopeful
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,8,6,Hopeful
remarried,over_thirty,kids_none,to_sixty,male,8,6,Hopeful
remarried,over_thirty,kids_to_twelfth,to_fifty,male,8,6,Hopeful
remarried,six_to_ten,kids_under_five,to_fifty,female,8,6,Hopeful
remarried,twentyone_to_thirty,kids_none,to_sixty,male,8,6,Hopeful
engaged,six_to_ten,kids_under_five,to_twentyfour,male,8,7,Strong
engaged,under_two,kids_none,to_twentyfour,male,8,7,Strong
engaged,under_two,kids_under_five,to_twentyfour,male,8,7,Strong
living_together,eleven_to_twenty,kids_to_fifth,to_forty,female,8,7,Strong
living_together,twentyone_to_thirty,kids_none,to_fifty,male,8,7,Strong
married,over_thirty,kids_to_twelfth,to_fifty,male,8,7,Strong
married,three_to_five,kids_none,to_twentyfour,female,8,7,Strong
married,twentyone_to_thirty,adult_children,to_fifty,male,8,7,Strong
married,twentyone_to_thirty,adult_children,to_seventy,male,8,7,Strong
married,twentyone_to_thirty,kids_none,to_fifty,female,8,7,Strong
married,under_two,kids_under_five,to_thirty,female,8,7,Strong
married,under_two,kids_under_five,under_eighteen,male,8,7,Strong
remarried,six_to_ten,kids_under_five,to_fifty,female,8,7,Strong
remarried,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,8,7,Strong
engaged,over_thirty,kids_to_twelfth,to_fifty,female,8,8,Strong
engaged,twentyone_to_thirty,kids_none,to_seventy,female,8,8,Strong
living_together,eleven_to_twenty,kids_under_five,to_thirty,female,8,8,Strong
living_together,eleven_to_twenty,kids_under_five,to_thirty,female,8,8,Strong
living_together,three_to_five,kids_to_fifth,to_forty,female,8,8,Strong
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,8,8,Strong
married,over_thirty,kids_none,to_sixty,female,8,8,Strong
married,under_two,kids_none,to_twentyfour,male,8,8,Strong
married,under_two,kids_under_five,to_twentyfour,male,8,8,Strong
remarried,eleven_to_twenty,kids_none,to_thirty,male,8,8,Strong
remarried,eleven_to_twenty,kids_under_five,to_forty,female,8,8,Strong
remarried,twentyone_to_thirty,adult_children,to_fifty,male,8,8,Strong
married,over_thirty,kids_to_twelfth,to_fifty,female,8,9,Strong
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,8,9,Strong
married,twentyone_to_thirty,kids_under_five,to_fifty,male,8,9,Strong
dating,over_thirty,kids_none,to_fifty,female,8,10,Thriving
engaged,under_two,kids_none,to_twentyfour,male,8,10,Thriving
living_together,eleven_to_twenty,kids_under_five,to_forty,female,8,10,Thriving
living_together,six_to_ten,kids_under_five,to_twentyfour,female,8,10,Thriving
married,three_to_five,kids_none,to_twentyfour,female,8,10,Thriving
married,twentyone_to_thirty,adult_children,to_sixty,female,8,10,Thriving
married,under_two,kids_under_five,to_thirty,male,8,10,Thriving
married,under_two,kids_under_five,to_thirty,female,8,10,Thriving
remarried,eleven_to_twenty,kids_none,to_thirty,male,8,10,Thriving
remarried,over_thirty,kids_to_fifth,to_fifty,male,8,10,Thriving
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,10,Thriving
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,10,Thriving
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,10,Thriving
remarried,twentyone_to_thirty,kids_none,to_fifty,male,8,10,Thriving
engaged,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,9,0,Shallow
engaged,under_two,kids_under_five,to_thirty,male,9,0,Shallow
married,eleven_to_twenty,kids_under_five,to_forty,male,9,0,Shallow
married,over_thirty,kids_none,to_fifty,male,9,0,Shallow
married,over_thirty,kids_to_twelfth,to_fifty,female,9,0,Shallow
married,over_thirty,kids_to_twelfth,to_fifty,female,9,0,Shallow
married,three_to_five,kids_none,to_twentyfour,female,9,0,Shallow
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,9,0,Shallow
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,9,0,Shallow
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,9,0,Shallow
remarried,eleven_to_twenty,kids_to_twelfth,to_forty,male,9,0,Shallow
remarried,over_thirty,adult_children,to_fifty,female,9,0,Shallow
remarried,three_to_five,kids_under_five,to_thirty,male,9,0,Shallow
remarried,twentyone_to_thirty,kids_none,to_seventy,male,9,0,Shallow
remarried,under_two,kids_none,to_thirty,female,9,0,Shallow
remarried,under_two,kids_under_five,to_forty,female,9,0,Shallow
dating,twentyone_to_thirty,kids_none,to_sixty,female,9,1,Shallow
engaged,eleven_to_twenty,kids_to_twelfth,to_forty,male,9,1,Shallow
engaged,six_to_ten,kids_to_fifth,to_forty,female,9,1,Shallow
living_together,eleven_to_twenty,kids_under_five,to_thirty,female,9,1,Shallow
married,over_thirty,kids_none,to_fifty,female,9,1,Shallow
married,six_to_ten,kids_none,to_thirty,male,9,1,Shallow
married,six_to_ten,kids_under_five,to_thirty,male,9,1,Shallow
married,three_to_five,kids_none,under_eighteen,female,9,1,Shallow
married,twentyone_to_thirty,adult_children,to_seventy,male,9,1,Shallow
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,9,1,Shallow
living_together,eleven_to_twenty,adult_children,to_fifty,male,9,2,Fickle
living_together,three_to_five,kids_to_fifth,to_forty,female,9,2,Fickle
living_together,twentyone_to_thirty,kids_to_twelfth,to_fifty,male,9,2,Fickle
married,over_thirty,kids_to_fifth,to_fifty,male,9,2,Fickle
married,over_thirty,kids_to_twelfth,to_fifty,female,9,2,Fickle
married,three_to_five,kids_under_five,to_fifty,female,9,2,Fickle
married,twentyone_to_thirty,kids_none,to_fifty,female,9,2,Fickle
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,9,2,Fickle
married,under_two,kids_under_five,to_thirty,male,9,2,Fickle
remarried,over_thirty,kids_to_fifth,to_fifty,male,9,2,Fickle
dating,over_thirty,kids_to_twelfth,to_fifty,female,9,3,Fickle
dating,three_to_five,kids_none,to_twentyfour,male,9,3,Fickle
living_together,over_thirty,kids_to_twelfth,to_fifty,male,9,3,Fickle
living_together,over_thirty,kids_under_five,to_fifty,female,9,3,Fickle
married,over_thirty,kids_to_twelfth,to_fifty,female,9,3,Fickle
remarried,three_to_five,kids_under_five,to_fifty,male,9,3,Fickle
remarried,twentyone_to_thirty,adult_children,to_fifty,male,9,3,Fickle
remarried,under_two,kids_under_five,to_thirty,female,9,3,Fickle
engaged,over_thirty,kids_to_twelfth,to_fifty,male,9,4,Hopeful
engaged,over_thirty,kids_under_five,to_fifty,female,9,4,Hopeful
engaged,under_two,kids_under_five,to_twentyfour,male,9,4,Hopeful
married,six_to_ten,kids_under_five,to_thirty,male,9,4,Hopeful
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,9,4,Hopeful
married,under_two,kids_none,to_thirty,female,9,4,Hopeful
remarried,over_thirty,kids_to_fifth,to_fifty,male,9,4,Hopeful
remarried,over_thirty,kids_to_twelfth,to_fifty,female,9,4,Hopeful
engaged,over_thirty,kids_none,to_fifty,male,9,5,Hopeful
married,eleven_to_twenty,kids_none,to_thirty,male,9,5,Hopeful
married,eleven_to_twenty,kids_under_five,to_thirty,male,9,5,Hopeful
married,over_thirty,kids_none,to_fifty,male,9,5,Hopeful
married,over_thirty,kids_none,to_sixty,female,9,5,Hopeful
married,over_thirty,kids_to_twelfth,to_fifty,male,9,5,Hopeful
married,twentyone_to_thirty,adult_children,to_sixty,female,9,5,Hopeful
married,twentyone_to_thirty,kids_to_twelfth,to_fifty,female,9,5,Hopeful
remarried,under_two,kids_none,to_forty,female,9,5,Hopeful
dating,three_to_five,kids_none,to_twentyfour,male,9,6,Hopeful
engaged,over_thirty,kids_none,to_fifty,male,9,6,Hopeful
engaged,twentyone_to_thirty,adult_children,to_fifty,male,9,6,Hopeful
living_together,over_thirty,kids_under_five,to_fifty,female,9,6,Hopeful
married,eleven_to_twenty,adult_children,to_fifty,male,9,6,Hopeful
married,eleven_to_twenty,kids_to_fifth,to_thirty,male,9,6,Hopeful
married,eleven_to_twenty,kids_under_five,to_forty,male,9,6,Hopeful
married,twentyone_to_thirty,kids_none,to_fifty,male,9,6,Hopeful
married,under_two,kids_under_five,to_twentyfour,female,9,6,Hopeful
remarried,over_thirty,kids_to_twelfth,to_fifty,male,9,6,Hopeful
remarried,under_two,kids_none,to_thirty,male,9,6,Hopeful
dating,under_two,kids_under_five,to_twentyfour,female,9,7,Strong
engaged,under_two,kids_none,to_twentyfour,female,9,7,Strong
engaged,under_two,kids_under_five,to_twentyfour,male,9,7,Strong
married,eleven_to_twenty,kids_under_five,to_forty,male,9,7,Strong
married,over_thirty,kids_to_twelfth,to_fifty,male,9,7,Strong
married,six_to_ten,kids_none,to_thirty,male,9,7,Strong
married,twentyone_to_thirty,adult_children,to_sixty,female,9,7,Strong
married,twentyone_to_thirty,kids_to_fifth,to_fifty,male,9,7,Strong
married,under_two,kids_under_five,to_thirty,female,9,7,Strong
remarried,eleven_to_twenty,adult_children,to_fifty,male,9,7,Strong
remarried,eleven_to_twenty,kids_none,to_fifty,male,9,7,Strong
remarried,three_to_five,kids_under_five,to_thirty,male,9,7,Strong
remarried,under_two,kids_none,to_thirty,female,9,7,Strong
dating,twentyone_to_thirty,kids_to_fifth,to_fifty,female,9,8,Strong
engaged,eleven_to_twenty,kids_to_fifth,to_forty,male,9,8,Strong
engaged,six_to_ten,kids_under_five,to_twentyfour,female,9,8,Strong
living_together,under_two,kids_to_fifth,to_thirty,female,9,8,Strong
married,three_to_five,kids_none,under_eighteen,female,9,8,Strong
married,three_to_five,kids_under_five,to_thirty,male,9,8,Strong
married,twentyone_to_thirty,adult_children,to_fifty,male,9,8,Strong
married,under_two,kids_none,to_twentyfour,female,9,8,Strong
remarried,twentyone_to_thirty,kids_to_fifth,to_fifty,female,9,8,Strong
dating,over_thirty,kids_to_twelfth,to_fifty,female,9,9,Thriving
engaged,over_thirty,adult_children,to_fifty,male,9,9,Thriving
engaged,under_two,kids_under_five,to_thirty,male,9,9,Thriving
living_together,twentyone_to_thirty,kids_none,to_fifty,male,9,9,Thriving
married,over_thirty,kids_to_twelfth,to_fifty,male,9,9,Thriving
married,over_thirty,kids_to_twelfth,to_fifty,male,9,9,Thriving
