NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
Clinton Chapel AME Zion Church ,2024-04-01 00:00:00.000 Z,Detroit,MI,48208,20
Crawford Road Baptist Church,2024-03-01 00:00:00.000 Z,Phenix City,AL,36870,7839
Springdale First Assembly ,2023-04-01 00:00:00.000 Z,Springdale,AR,72764,99
KCulture Church,2024-08-01 00:00:00.000 Z,Santa Clara,CA,95051,1321
Roots to Recovery,2022-10-01 00:00:00.000 Z,,,,242
Rockhaven Ministries Inc,2023-07-01 00:00:00.000 Z,Plano,TX,75023,19
Kingdom Life Worship Temple,2024-07-01 00:00:00.000 Z,Clayton,DE,19938,3612
New Hope Church of God ,2024-04-01 00:00:00.000 Z,Hugo,OK,74743,242
Believe Christian Church,2024-10-01 00:00:00.000 Z,Columbus,OH,43232,761
Embracing Grace After Abortion,2024-07-01 00:00:00.000 Z,Leoma,TN,38468,583
Mindy Fraelich,2024-04-01 00:00:00.000 Z,Canton,OH,44714,53
Willowbrook Park Baptist Church,2023-08-01 00:00:00.000 Z,Staten Island,NY,10314,4966
Faith Tri-Cities ,2023-05-01 00:00:00.000 Z,Pasco,WA,99301,40
Renew Churches Inc.,2025-01-01 00:00:00.000 Z,Jerome,ID,83338,761
Prospect Baptist Young Adult Min,2024-08-01 00:00:00.000 Z,Albemarle,NC,28001,554
Moore’s Chapel A.M.E. Zion Church,2024-10-01 00:00:00.000 Z,Morrilton,AR,72110,2714
First Christian Church Cocoa Beach,2022-02-01 00:00:00.000 Z,Cocoa Beach,FL,,347
West Logan Church,2024-07-01 00:00:00.000 Z,Logan,WV,25601,5401
Way Out Church,2024-03-01 00:00:00.000 Z,Silver Spring,MD,20904,1125
Shadycrest Students,2024-07-01 00:00:00.000 Z,Pearland,TX,77581,994
Prestonwood Baptist Church,2022-11-01 00:00:00.000 Z,Plano,TX,75093,60
Father’s House Church,2024-03-01 00:00:00.000 Z,Charlotte,NC,28227,19454
Bladensburg sda.org,2023-11-01 00:00:00.000 Z,Bowie,MD,20720,21
Every Nation NYC,2023-02-01 00:00:00.000 Z,New York,NY,10019,9332
Harvester PCA,2024-11-01 00:00:00.000 Z,Springfield,VA,22153,19
First Baptist Nipomo ,2024-05-01 00:00:00.000 Z,Nipomo,CA,93444,539
Fellowship of Christian Athletes - University of Arkansas,2023-12-01 00:00:00.000 Z,Fayetteville,AR,72701,921
Lefferts Park Baptist Church,2024-04-01 00:00:00.000 Z,Rego Park,NY,11374,232
Elect Temple COGIC,2024-01-01 00:00:00.000 Z,Benton,AR,72018,1851
Bridgeway Christian Church,2024-10-01 00:00:00.000 Z,Roseville,CA,95661,1916
Grace Covenant Church (East Lincoln),2023-12-01 00:00:00.000 Z,Denver,NC,28037,629
Timberline Church,2024-01-01 00:00:00.000 Z,Fort Collins,CO,,32749
Webb City First Christian Church,2024-09-01 00:00:00.000 Z,Webb City,MO,64870,3234
First Christian Church Cocoa Beach,2023-12-01 00:00:00.000 Z,Cocoa Beach,FL,,4
Elect Temple COGIC,2024-03-01 00:00:00.000 Z,Benton,AR,72018,1403
Intertwined,2023-09-01 00:00:00.000 Z,Harrisburg,PA,17110,265
The River Community Church,2023-03-01 00:00:00.000 Z,Cookeville,TN,38506,12
Remedy City,2022-03-01 00:00:00.000 Z,Beaverton,OR,97006,5
Willowbrook Park Baptist Church,2023-11-01 00:00:00.000 Z,Staten Island,NY,10314,7145
Word Alive International Outreach,2024-08-01 00:00:00.000 Z,Oxford,AL,36203,5872
Trinity Missionary Church,2024-08-01 00:00:00.000 Z,Constantine,MI,49042,250
Valley Vineyard,2023-11-01 00:00:00.000 Z,Reseda,CA,91335,167
Duck Springs Baptist Church ,2024-12-01 00:00:00.000 Z,Attalla,AL,35954,1851
Peoples Baptist Church ,2024-12-01 00:00:00.000 Z,Kings Mountain,NC,28086,706
PGC Next Gen,2024-12-01 00:00:00.000 Z,Detroit,MI,48243,357
Awakening of The Heart Church,2024-12-01 00:00:00.000 Z,Spring,TX,77379,498
Peoples Baptist Church ,2024-07-01 00:00:00.000 Z,Kings Mountain,NC,28086,1064
Willowbrook Park Baptist Church,2022-11-01 00:00:00.000 Z,Staten Island,NY,10314,1986
Rivers Edge Church,2024-10-01 00:00:00.000 Z,Longs,SC,29568,703
Village Church - Calgary,2024-03-01 00:00:00.000 Z,Calgary,WA,,5670
Anchored Pentecostal Tabernacle Apostolic,2024-04-01 00:00:00.000 Z,Ocala,FL,34471,607
Moore’s Chapel A.M.E. Zion Church,2023-07-01 00:00:00.000 Z,Morrilton,AR,72110,535
Third Baptist Church ,2024-12-01 00:00:00.000 Z,Hampton,VA,23661,47
Lake Cities Community Church,2022-05-01 00:00:00.000 Z,Rowlett,TX,75089-2371,25
Courageous Church,2024-10-01 00:00:00.000 Z,Bellevue,WA,98007,1147
Valley Vineyard,2024-02-01 00:00:00.000 Z,Reseda,CA,91335,61
Hale Methodist,2023-09-01 00:00:00.000 Z,Hale,MI,48739,1443
Willowbrook Park Baptist Church,2023-07-01 00:00:00.000 Z,Staten Island,NY,10314,12308
Courageous Church,2024-07-01 00:00:00.000 Z,Bellevue,WA,98007,1110
Village Church - Calgary,2022-02-01 00:00:00.000 Z,Calgary,WA,,5
Norphlet United Pentecostal Church,2023-10-01 00:00:00.000 Z,Norphlet,AR,71759,507
Rochester Christian Church,2024-09-01 00:00:00.000 Z,Rochester,IL,62563,75
Catalyst Young Adults,2024-08-01 00:00:00.000 Z,Evansville,IN,47712,138
Sierra Bible Church,2023-11-01 00:00:00.000 Z,Sonora,CA,95370,29
St. Marks Community Church,2024-01-01 00:00:00.000 Z,Burlington,NC,27215,144
Grace Point Church,2023-02-01 00:00:00.000 Z,Topeka,KS,66604-2314,9
The Jesus Church,2024-10-01 00:00:00.000 Z,Goshen,IN,46528,55
Death2Life.com | A Refuge For The Hopeless ,2022-12-01 00:00:00.000 Z,Boulder,CO,80302,1037
Gaskin First Baptist Church,2024-01-01 00:00:00.000 Z,Westville,FL,32464,710
Zion Bethel Missionary Baptist Church,2024-01-01 00:00:00.000 Z,Micanopy,FL,32667,312
Gettysburg Foursquare ,2023-02-01 00:00:00.000 Z,Gettysburg,PA,17325,71
Father’s House Church,2024-02-01 00:00:00.000 Z,Charlotte,NC,28227,5889
New Life Pentecostal,2023-08-01 00:00:00.000 Z,Greenacres,FL,33463,2206
Equip Church,2024-04-01 00:00:00.000 Z,Paducah,KY,42001,2071
Briggs Road Evangelical Free Church,2024-01-01 00:00:00.000 Z,Elkhorn,WI,53121,74
Cornerstone Baptist Church,2023-05-01 00:00:00.000 Z,Madras,OR,,21
7 Bells Refuge,2023-11-01 00:00:00.000 Z,Burnsville,MN,55337,2
IMPACT Student Ministry,2023-08-01 00:00:00.000 Z,Wilmington,OH,45177,221
Rivers Edge Church,2024-09-01 00:00:00.000 Z,Longs,SC,29568,2944
Westminster: The Church in Austin Park,2023-11-01 00:00:00.000 Z,Amarillo,TX,79109,14
North Pole Church of the Nazarene ,2023-09-01 00:00:00.000 Z,North Pole,AK,99705,26
Awakening of The Heart Church,2024-02-01 00:00:00.000 Z,Spring,TX,77379,200
Touchstone Christian Fellowship,2024-06-01 00:00:00.000 Z,Sacramento,CA,95841,64
Christian Evangelistic Mission,2023-03-01 00:00:00.000 Z,Ankeny,IA,50021,31
Trinity Church Streetsville,2022-05-01 00:00:00.000 Z,Mississauga,NY,ON L5M 1K5,1555
College Park Baptist Church,2023-12-01 00:00:00.000 Z,Florence,SC,29505,827
NCC High School Ministry,2024-11-01 00:00:00.000 Z,North Canton,OH,44720,2057
Pioneer Valley Catholic,2023-01-01 00:00:00.000 Z,Amherst,MA,01002,24
Catalyst Young Adults,2024-07-01 00:00:00.000 Z,Evansville,IN,47712,181
Trinity Church Streetsville,2022-09-01 00:00:00.000 Z,Mississauga,NY,ON L5M 1K5,2
St. Ansgar Lutheran Church,2023-06-01 00:00:00.000 Z,Waterloo,IA,50702,10
Pioneer Valley Catholic,2022-12-01 00:00:00.000 Z,Amherst,MA,01002,62
Briggs Road Evangelical Free Church,2023-05-01 00:00:00.000 Z,Elkhorn,WI,53121,68
Renewed Life Baptist Church,2023-08-01 00:00:00.000 Z,Gladewater,TX,75647,74
Cornerstone Fellowship San Ramon Valley,2022-09-01 00:00:00.000 Z,San Ramon,CA,94583,7
Faro Costa Mesa,2023-12-01 00:00:00.000 Z,Costa Mesa,CA,92627,26
Sac Town Ballers,2024-08-01 00:00:00.000 Z,Sacramento,CA,95835,2
Rockhaven Ministries Inc,2023-05-01 00:00:00.000 Z,Plano,TX,75023,5
Believe Christian Church,2024-08-01 00:00:00.000 Z,Columbus,OH,43232,44
Corinth Reformed Church,2024-10-01 00:00:00.000 Z,Hickory,NC,28601,6
The Crossing Church,2024-05-01 00:00:00.000 Z,Livingston,NJ,07039,5
Kingdom Impact Global Center,2024-12-01 00:00:00.000 Z,Phoenix,AZ,85021,1
Freedom Forever Ministries,2023-03-01 00:00:00.000 Z,Paducah,KY,42001,118
Valley Vineyard,2024-12-01 00:00:00.000 Z,Reseda,CA,91335,3
Apostolic Church Dallas,2023-08-01 00:00:00.000 Z,Dallas,TX,75219,5
NORTHPOINTE COMMUNITY CHURCH,2024-04-01 00:00:00.000 Z,Fresno,CA,93722,1
Trinity Church Streetsville,2025-02-01 00:00:00.000 Z,Mississauga,NY,ON L5M 1K5,8
Christ's Church,2023-07-01 00:00:00.000 Z,Mason,OH,45040,305
Church 180 London,2025-01-01 00:00:00.000 Z,Blacksburg,VA,24060,23
New Progress Missionary Baptist Church,2025-01-01 00:00:00.000 Z,Tampa,FL,33610,3886
Inyokern Baptist Church,2025-01-01 00:00:00.000 Z,Inyokern,CA,93527,712
New Hope Tabernacle,2024-12-01 00:00:00.000 Z,Detroit,MI,48219,3068
New Vine Community Church,2025-01-01 00:00:00.000 Z,Franklin,OH,45005,622
Ark of Salvation Worship Center,2024-12-01 00:00:00.000 Z,Oceanside,NY,11572,9206
Fellowship Church,2024-11-01 00:00:00.000 Z,Warm Springs,GA,31830,489
OK Baptist Church,2024-12-01 00:00:00.000 Z,Lawrenceburg,TN,38464,2308
You Are Loved Church,2024-12-01 00:00:00.000 Z,Conway,SC,29526,4657
Nampa Young Life,2024-03-01 00:00:00.000 Z,Colorado Springs,CO,80901,569
Mount Calvary Community Church,2023-07-01 00:00:00.000 Z,Omaha,NE,68104,2756
Jesus Christ In Power Ministries,2024-01-01 00:00:00.000 Z,Philadelphia,PA,19141,63
Grace Temple Baptist Church,2024-08-01 00:00:00.000 Z,Tucson,AZ,85713,11686
St Bernard's Catholic Church,2023-07-01 00:00:00.000 Z,Tracy,CA,95376,128
Full Life,2024-05-01 00:00:00.000 Z,Hurley,MS,,25681
Comunidad Aliento,2024-05-01 00:00:00.000 Z,Arlington,VA,22205,138567
Renew Church,2022-07-01 00:00:00.000 Z,Miami,FL,33187,69
Presence Pioneers,2023-10-01 00:00:00.000 Z,Farmville,NC,27828,253
Worthington CRC ,2024-08-01 00:00:00.000 Z,Worthington,MN,56187,9947
NE Student Ministry,2024-10-01 00:00:00.000 Z,Ponca City,OK,74604,3307
Westside Riverview AC ,2023-04-01 00:00:00.000 Z,Lenexa,KS,66227,45
MC3 Church,2022-09-01 00:00:00.000 Z,Lilburn,GA,,1341
Renew Church,2023-03-01 00:00:00.000 Z,Miami,FL,33187,64
Light of Salvation Church,2024-01-01 00:00:00.000 Z,Beaver Falls,PA,15010,3957
Eaton Rapids Church of the Nazarene ,2024-03-01 00:00:00.000 Z,Eaton Rapids,MI,48827,151
Agape Fellowship SDA,2022-10-01 00:00:00.000 Z,Lancaster,TX,75146-1223,46
Only Believe,2023-10-01 00:00:00.000 Z,Botkins,OH,45306,16
The New Heights Church,2024-06-01 00:00:00.000 Z,Biloxi,MS,39531,13558
Village Church - Toronto West,2023-05-01 00:00:00.000 Z,Toronto,WA,,220
Red Church,2025-01-01 00:00:00.000 Z,St. Louis,MO,63103,1087
Larkspur Church,2025-01-01 00:00:00.000 Z,Larkspur,CO,80118,6
HC YTH,2022-07-01 00:00:00.000 Z,Brandon,MS,,518
Heritage Baptist,2024-07-01 00:00:00.000 Z,Mount Enterprise,TX,75681,4704
Hope Through Peer Support,2024-08-01 00:00:00.000 Z,West Columbia,SC,29169,973
Carolina Forest Community Church,2024-04-01 00:00:00.000 Z,Myrtle Beach,SC,29579,11
Parkside Assembly of God,2023-07-01 00:00:00.000 Z,Saint Louis,MI,48880,106
Bryan Great Banquet,2024-05-01 00:00:00.000 Z,Bryan,OH,43506,1045
The New Heights Church,2023-07-01 00:00:00.000 Z,Biloxi,MS,39531,1158
Inyokern Baptist Church,2024-06-01 00:00:00.000 Z,Inyokern,CA,93527,386
Worden Open Bible,2023-08-01 00:00:00.000 Z,Worden,MT,59088,126
Activate Church,2023-07-01 00:00:00.000 Z,Westminster,CA,92683,141
Crossroads Community Church,2024-07-01 00:00:00.000 Z,Mechanicsburg,PA,17055,3493
The Church at Brook Hills,2024-07-01 00:00:00.000 Z,Birmingham,AL,35242,192
Grassland Church of the Nazarene,2022-05-01 00:00:00.000 Z,Tahoka,TX,79373,43
Soul Sanctuary,2023-08-01 00:00:00.000 Z,,,00000,5
Chabad of West Houston ,2023-04-01 00:00:00.000 Z,Houston,TX,77077,123
Chinese Christian Herald Crusades (Dallas),2024-01-01 00:00:00.000 Z,Plano,TX,75075,314
Bowie Church of Christ,2023-04-01 00:00:00.000 Z,Bowie,MD,20715,184
Full Life,2021-10-01 00:00:00.000 Z,Hurley,MS,,1933
Unite Atlanta,2025-01-01 00:00:00.000 Z,Duluth,GA,30097,268
South Bend Kroc Center,2025-01-01 00:00:00.000 Z,South Bend,IN,46601,1758
Christian Church of New Cumberland,2024-05-01 00:00:00.000 Z,New Cumberland,WV,26047,687
MC3 Church,2021-12-01 00:00:00.000 Z,Lilburn,GA,,381
Vineyard  Crossroads  Church,2024-09-01 00:00:00.000 Z,Wareham,MA,02571,309
Delta Church ,2024-02-01 00:00:00.000 Z,Springfield,IL,62704,30
West Newton Worship and Youth Center,2024-10-01 00:00:00.000 Z,Indianapolis,IN,46113,464
St Bernard's Catholic Church,2024-08-01 00:00:00.000 Z,Tracy,CA,95376,280
River of Life Family Church,2024-09-01 00:00:00.000 Z,San Jose,CA,95127,6
MC3 Church,2023-09-01 00:00:00.000 Z,Lilburn,GA,,1498
Agape Fellowship SDA,2023-07-01 00:00:00.000 Z,Lancaster,TX,75146-1223,45
CALVARY FAITH PCG,2024-12-01 00:00:00.000 Z,East Carbon,UT,84520,1727
The New Heights Church,2024-12-01 00:00:00.000 Z,Biloxi,MS,39531,5883
Young Life @ Tech,2024-12-01 00:00:00.000 Z,Indianapolis,IN,46201,138
TRANSFIGURED CHURCH DIOCESE OF ARIMA,2024-06-01 00:00:00.000 Z,Warren,MI,48093,11
East Vancouver Community Church ,2023-11-01 00:00:00.000 Z,Vancouver ,WA,98683,11
Trinity Bible Church,2024-02-01 00:00:00.000 Z,Phoenix,AZ,85029,55
Kingdom Empowered Ministries,2023-10-01 00:00:00.000 Z,Milwaukee,WI,53224,529
Jeff Industries,2022-04-01 00:00:00.000 Z,,,,32
The Exchange Church,2022-04-01 00:00:00.000 Z,Charlotte,NC,28217,15
Open Door Baptist Church,2023-02-01 00:00:00.000 Z,Elmira,NY,14901,168
Heart2Heart,2023-03-01 00:00:00.000 Z,Montgomery,AL,36117,19
Mount Olive Lutheran Church,2023-04-01 00:00:00.000 Z,Corning,CA,96021,173
Kosciusko Church of Christ,2023-08-01 00:00:00.000 Z,Kosciusko,MS,39090,79
Victory Church,2023-03-01 00:00:00.000 Z,Osage Beach,MO,65065,61
Liberty Church Jax,2023-11-01 00:00:00.000 Z,Jacksonville,NC,28540,69
FAB thru Christ Ministries International ,2024-02-01 00:00:00.000 Z,Silver Spring,MD,20904,196
Epiphany Fellowship Church,2024-03-01 00:00:00.000 Z,Philadelphia,PA,19121,21739
East Vancouver Community Church ,2022-07-01 00:00:00.000 Z,Vancouver ,WA,98683,50
Generations Church,2023-10-01 00:00:00.000 Z,Thornton,CO,80229,203
Hallelujah Night - Filadelfia Austin,2024-10-01 00:00:00.000 Z,Des Plaines,IL,60016,539
Oak Ridge Wesleyan Church,2024-05-01 00:00:00.000 Z,Largo,FL,33778,236
Tusculum Baptist Church,2024-05-01 00:00:00.000 Z,Greeneville,TN,37745,52
Shiloh AME Zion Church,2023-07-01 00:00:00.000 Z,Auburn,AL,36830,4
Mission Church Ventura - Small Groups,2023-05-01 00:00:00.000 Z,Ventura,CA,93003,2160
Heart2Heart,2023-01-01 00:00:00.000 Z,Montgomery,AL,36117,57
St John Church,2024-08-01 00:00:00.000 Z,Grand Prairie,TX,75051,8241
St. John’s Lutheran Church of St. Donatus ,2023-02-01 00:00:00.000 Z,Bellevue,IA,52031,14
Grounded Girlfriends,2024-02-01 00:00:00.000 Z,Rhome,TX,76078,10
HARVEST COMMUNITY CHURCH - Lake Nona,2022-08-01 00:00:00.000 Z,Orlando,FL,32832-7106,13
New Life Assembly of God,2023-03-01 00:00:00.000 Z,Friedens,PA,15541,4
Activate Church,2024-11-01 00:00:00.000 Z,Westminster,CA,92683,129
Ezion Mount Carmel,2024-01-01 00:00:00.000 Z,Wilmington,DE,19801,1124
Solway Bible Chapel,2024-05-01 00:00:00.000 Z,Solway,MN,56678,7
Summit Outdoor Leadership,2023-07-01 00:00:00.000 Z,Bastrop,TX,78602,4
Living Springs Church ,2022-10-01 00:00:00.000 Z,Manitou Springs,CO,80829,1
Open Table,2023-01-01 00:00:00.000 Z,Encinitas,CA,,1
Mount Moriah Baptist Church of Spartanburg,2023-02-01 00:00:00.000 Z,Spartanburg,SC,29306,3
National Community Church,2021-04-01 00:00:00.000 Z,Washington,DC,20003,2905
Nampa Young Life,2024-02-01 00:00:00.000 Z,Colorado Springs,CO,80901,42
TRANSFIGURED CHURCH DIOCESE OF ARIMA,2024-07-01 00:00:00.000 Z,Warren,MI,48093,94
The Exchange Church,2023-05-01 00:00:00.000 Z,Charlotte,NC,28217,8
Light of Salvation Church,2023-06-01 00:00:00.000 Z,Beaver Falls,PA,15010,260
Dry Fork Primitive Baptist Church ,2024-06-01 00:00:00.000 Z,Oakwood,VA,24631,2
Legacy Church,2023-11-01 00:00:00.000 Z,Plano,TX,75023,47
National Community Church,2024-09-01 00:00:00.000 Z,Washington,DC,20003,8
Centered Church,2023-11-01 00:00:00.000 Z,Dover,FL,33527,105
Crosspoint Church ,2024-09-01 00:00:00.000 Z,Hays,KS,67601,15
The King's Academy,2024-06-01 00:00:00.000 Z,Seymour,TN,37865,42
SETX Church,2024-11-01 00:00:00.000 Z,Beaumont,TX,77706,1
Agape Fellowship SDA,2023-05-01 00:00:00.000 Z,Lancaster,TX,75146-1223,51
Lighthouse Missionary Church,2024-11-01 00:00:00.000 Z,East Jordan,MI,49727,4
MC3 Church,2022-12-01 00:00:00.000 Z,Lilburn,GA,,351
New Hope Wapwallopen,2023-04-01 00:00:00.000 Z,Mountain Top,PA,18707,2
DUPLICATE - Mercy Road Church,2022-01-01 00:00:00.000 Z,Fortville,IN,,1302
RebañoTexas / Luz a la Familia,2022-03-01 00:00:00.000 Z,Arlington,TX,76001,35
Its  Because of Love LLC,2023-11-01 00:00:00.000 Z,Bakersfield,CA,93390,6
Beebe Memorial Cathedral CME Church,2024-12-01 00:00:00.000 Z,Oakland,CA,94609,122
Second Baptist Church of Highlands,2025-01-01 00:00:00.000 Z,Highlands,TX,77562,144
Haven & Co ,2024-05-01 00:00:00.000 Z,Somerville,TN,38068,2
Providence Missionary Baptist Church,2024-11-01 00:00:00.000 Z,Sandusky,OH,44870,50
Groundwire ,2022-03-01 00:00:00.000 Z,Castle Rock,CO,,1
Worden Open Bible,2024-05-01 00:00:00.000 Z,Worden,MT,59088,14
Tusculum Baptist Church,2024-04-01 00:00:00.000 Z,Greeneville,TN,37745,82
The Outlet Church,2023-07-01 00:00:00.000 Z,Gwynn Oak,MD,21207,5
Legacy Church,2023-07-01 00:00:00.000 Z,Princeton,TX,75407,13
Amos Felicia Organization,2024-09-01 00:00:00.000 Z,Sacramento,CA,95818,5
Highland Baptist Church,2022-04-01 00:00:00.000 Z,Meridian,MS,39305,16
Foundry,2025-02-01 00:00:00.000 Z,Steamboat Springs,CO,80487,4
Harvest Point Church,2025-02-01 00:00:00.000 Z,White House,TN,37188,65
"Christian Life Center, Lowell MI",2025-02-01 00:00:00.000 Z,Lowell,MI,49331,2
Hampton Heights Fellowship ,2024-09-01 00:00:00.000 Z,Hampton,GA,30228,4
Mt. Sinai Seventh-day Adventist Church ,2024-04-01 00:00:00.000 Z,Sanford,NC,27330,2
St John Church,2024-09-01 00:00:00.000 Z,Grand Prairie,TX,75051,2739
Glad Tidings Church,2024-04-01 00:00:00.000 Z,Hanford,CA,93230,3
Faith Assembly Church,2023-12-01 00:00:00.000 Z,South Richmond Hill,NY,11419,3
Salt City Church,2023-06-01 00:00:00.000 Z,College Station,TX,77845,4
Wings of Hope,2024-02-01 00:00:00.000 Z,Ooltewah,TN,37363,8
He Reigns,2023-11-01 00:00:00.000 Z,Greenville,SC,29611,1
LCU,2023-09-01 00:00:00.000 Z,Norman Park,GA,31771,8
Kosciusko Church of Christ,2023-12-01 00:00:00.000 Z,Kosciusko,MS,39090,160
The Church of Greater Love,2024-12-01 00:00:00.000 Z,Waldorf,MD,20604,753
The Champion Center,2024-12-01 00:00:00.000 Z,Rosenberg,TX,77471,743
Second Providence Baptist Church,2024-11-01 00:00:00.000 Z,New York,NY,10026,11791
Faith Lutheran Church,2024-11-01 00:00:00.000 Z,Natrona Heights,PA,15065,216
Ekklessia Revival Ministries,2024-11-01 00:00:00.000 Z,Greensboro,NC,27407,180
Wayside Church,2024-11-01 00:00:00.000 Z,Charlton,MA,01507,1766
Ignite Community Church,2023-09-01 00:00:00.000 Z,San Antonio,TX,78232,49
First Baptist West McDonough,2022-07-01 00:00:00.000 Z,McDonough,GA,30252,307
The Purpose Place,2024-03-01 00:00:00.000 Z,Spartanburg,SC,29306,69592
Real Life Wesleyan Church,2024-03-01 00:00:00.000 Z,Mechanicsville,MD,20659,3537
Bedford Acres Christian Church,2023-09-01 00:00:00.000 Z,Paris,KY,40361,54
Coffee Creek Church,2023-09-01 00:00:00.000 Z,Edmond,OK,73025,5797
Primera Iglesia Presbiteriana Elim,2024-03-01 00:00:00.000 Z,Needham,MA,02492,7472
Primera Iglesia Presbiteriana Elim,2024-07-01 00:00:00.000 Z,Needham,MA,02492,696
Greater St Matthews,2024-04-01 00:00:00.000 Z,Lexington,MS,39095,1647
Fairfax Village Church,2023-08-01 00:00:00.000 Z,Cincinnati,OH,45255,841
The Chosen Vessel Church ,2024-10-01 00:00:00.000 Z,Fort Worth,TX,76119,250
ELFM ,2024-08-01 00:00:00.000 Z,Racine,WI,53403,167
Faith Lutheran Church,2024-01-01 00:00:00.000 Z,Natrona Heights,PA,15065,109
Victory Seventh-day Adventist Church ,2024-04-01 00:00:00.000 Z,Bronx,NY,10469,14
Madison Park Christian Church,2024-04-01 00:00:00.000 Z,Quincy,IL,62305,1845
Hope Chapel AZ,2024-12-01 00:00:00.000 Z,Glendale,AZ,85308,494
RC Students,2025-01-01 00:00:00.000 Z,Mason,OH,45040,6
Scott A,2025-01-01 00:00:00.000 Z,Draper,UT,84020,58
First Christian Church,2023-03-01 00:00:00.000 Z,Clinton,OK,73601,32
Madison Park Christian Church,2022-01-01 00:00:00.000 Z,Quincy,IL,62305,149
Mid-Cities Youth,2024-04-01 00:00:00.000 Z,Midland,TX,79705,5506
The Grove Church,2024-05-01 00:00:00.000 Z,Kingston,TN,37763,1110
Glad Tidings Assembly of God,2023-04-01 00:00:00.000 Z,Wewahitchka,FL,32465,8
FaithCoast,2023-11-01 00:00:00.000 Z,Destin,FL,32541,7815
Iglesia Lugar de El,2023-09-01 00:00:00.000 Z,Fort Worth,TX,76179,9541
Hope Community Church,2024-04-01 00:00:00.000 Z,Detroit,MI,48215,65
Presence Church,2024-03-01 00:00:00.000 Z,Sharpsburg,NC,27803,1606
San Pedro Presbyterian Church,2024-03-01 00:00:00.000 Z,San Antonio,TX,78232,912
King's Cross Church,2024-04-01 00:00:00.000 Z,Lyons,KS,67554,1713
Paintsville Church of The Nazarene,2023-05-01 00:00:00.000 Z,Paintsville,KY,41240,131
Valley Church,2023-12-01 00:00:00.000 Z,Paden City,WV,26159,7099
Alpha Seventh-Day Adventist Church,2023-11-01 00:00:00.000 Z,Austin,TX,78723,35
Grace Chapel,2023-02-01 00:00:00.000 Z,Lexington,MA,02421,171
Central Baptist Church,2023-09-01 00:00:00.000 Z,Mansfield,TX,76063,1282
The Heights Ministries,2022-11-01 00:00:00.000 Z,Charlotte,NC,28216,74
Cross Timbers Church,2024-10-01 00:00:00.000 Z,Argyle,TX,76226,8
Federal Way Church Of the Nazarene,2024-01-01 00:00:00.000 Z,Federal Way,WA,98023,163
SOJO Church,2022-08-01 00:00:00.000 Z,Concord ,NC,28027,18
Vintage Faith Church,2023-11-01 00:00:00.000 Z,Wichita,KS,67203,2
Greater St Matthews,2024-06-01 00:00:00.000 Z,Lexington,MS,39095,1055
New Hope Christian Church,2024-09-01 00:00:00.000 Z,Manassas,VA,20110-4543,5
Calvary Baptist Church ,2023-11-01 00:00:00.000 Z,Warrior,AL,35180,3
ELFM ,2023-07-01 00:00:00.000 Z,Racine,WI,53403,405
Bedford Acres Christian Church,2023-06-01 00:00:00.000 Z,Paris,KY,40361,107
Fairy Baptist Church,2024-09-01 00:00:00.000 Z,Hico,TX,76457,3040
Inspired Butterfly Ministry Group ,2022-11-01 00:00:00.000 Z,Greenville,TX,75402,112
Madison Park Christian Church,2022-03-01 00:00:00.000 Z,Quincy,IL,62305,476
FBC Spencer,2024-08-01 00:00:00.000 Z,Spencer,OH,44275,2968
King's Cross Church,2024-01-01 00:00:00.000 Z,Lyons,KS,67554,3050
Eternal Hope Ministries,2024-07-01 00:00:00.000 Z,Howard Beach,NY,11414,857
Vibrant Kids,2024-09-01 00:00:00.000 Z,Mechanicsburg,PA,17050,1345
The Champion Center,2024-02-01 00:00:00.000 Z,Rosenberg,TX,77471,228
Amos Temple CME ,2024-03-01 00:00:00.000 Z,Oakland,CA,94603,116
Madison Park Christian Church,2022-02-01 00:00:00.000 Z,Quincy,IL,62305,50
Old Town C.O.G.I.C.,2024-08-01 00:00:00.000 Z,Alachua,FL,32615,2
Central Baptist Church,2024-04-01 00:00:00.000 Z,Mansfield,TX,76063,2489
Young Life,2023-04-01 00:00:00.000 Z,El Paso,TX,79912-3022,13
Revolve Church,2023-12-01 00:00:00.000 Z,Durham,NC,27705,973
IGLESIA DE CRISTO MINISTERIOS LLAMADA FINAL CRISTO RESTAURA ,2022-11-01 00:00:00.000 Z,Richmond,CA,94804,12
Salem Lutheran Church,2024-08-01 00:00:00.000 Z,Salem,IL,62881,268
"Growing Together Ministry- (601 Main Street - Lewiston Woodville, North Carolina 27849)",2024-10-01 00:00:00.000 Z,Lewiston Woodville,NC,27849,1906
Bedford Acres Christian Church,2024-07-01 00:00:00.000 Z,Paris,KY,40361,24
Northland Church,2022-08-01 00:00:00.000 Z,Longwood,FL,32750,26
Hillside Community Church,2023-08-01 00:00:00.000 Z,Gaithersburg,MD,20877,22
ELFM ,2024-11-01 00:00:00.000 Z,Racine,WI,53403,16
demcdaniel@yahoo.com,2024-05-01 00:00:00.000 Z,Greenville,OH,45331,664
United Wesleyan Church ,2024-09-01 00:00:00.000 Z,Charlotte,NC,28215,1330
Oakland Baptist Church,2023-10-01 00:00:00.000 Z,Roanoke,VA,24012,374
Pursue Church,2024-10-01 00:00:00.000 Z,Wise,VA,24293,689
